"Rank","Total XP","Level","Player","Skill"
"438,786","75,250,558","1,803","Tein511","Overall"
"571,928","1,151,604","74","Tein511","Atk"
"555,331","1,049,053","73","Tein511","Def"
"591,102","1,034,861","73","Tein511","Str"
"599,198","1,224,674","75","Tein511","Constiution"
"575,780","572,450","67","Tein511","Range"
"438,680","835,120","71","Tein511","Prayer"
"470,667","2,207,804","81","Tein511","Magic"
"244,566","13,034,885","99","Tein511","Cooking"
"212,595","13,109,334","99","Tein511","WoodCutting"
"234,962","13,035,126","99","Tein511","Fletching"
"316,363","2,869,355","83","Tein511","Fishing"
"233,681","13,094,377","99","Tein511","FireMaking"
"307,968","2,994,640","84","Tein511","Crafting"
"297,560","4,213,974","87","Tein511","Smithing"
"343,242","2,437,261","82","Tein511","Mining"
"627,267","28,396","37","Tein511","Herb"
"585,150","106,228","50","Tein511","Agile"
"633,284","50,767","43","Tein511","Theiving"
"592,511","95,045","49","Tein511","Slayer"
"554,325","25,018","36","Tein511","Farming"
"308,668","989,080","72","Tein511","RuneCrafting"
"548,860","71,239","46","Tein511","Hunting"
"487,919","176,772","55","Tein511","Construction"
"547,357","38,193","40","Tein511","Summoning"
"407,154","769,673","70","Tein511","Dungeoneering"
"506,632","31,159","38","Tein511","Div"
"--","--","--","Tein511","Inven"
"430,278","4,470","20","Tein511","Arc"
"295,827","144,516,788","2,236","Wolf+Shilo","Overall"
"245,620","13,141,414","99","Wolf+Shilo","Atk"
"128,962","23,174,153","99","Wolf+Shilo","Def"
"305,279","10,822,759","97","Wolf+Shilo","Str"
"229,344","19,942,252","99","Wolf+Shilo","Constiution"
"303,669","7,688,884","93","Wolf+Shilo","Range"
"276,773","8,938,925","95","Wolf+Shilo","Prayer"
"222,210","14,153,290","99","Wolf+Shilo","Magic"
"379,071","2,064,988","80","Wolf+Shilo","Cooking"
"345,569","3,402,135","85","Wolf+Shilo","WoodCutting"
"548,270","498,659","66","Wolf+Shilo","Fletching"
"409,495","1,406,889","76","Wolf+Shilo","Fishing"
"482,447","1,026,189","73","Wolf+Shilo","FireMaking"
"345,752","2,287,515","81","Wolf+Shilo","Crafting"
"272,471","5,905,950","91","Wolf+Shilo","Smithing"
"353,334","2,262,700","81","Wolf+Shilo","Mining"
"285,936","6,091,933","91","Wolf+Shilo","Herb"
"361,861","1,240,556","75","Wolf+Shilo","Agile"
"373,469","572,922","67","Wolf+Shilo","Theiving"
"258,413","6,621,994","92","Wolf+Shilo","Slayer"
"518,607","45,365","41","Wolf+Shilo","Farming"
"387,347","448,534","64","Wolf+Shilo","RuneCrafting"
"309,071","1,306,785","75","Wolf+Shilo","Hunting"
"490,556","170,755","55","Wolf+Shilo","Construction"
"316,094","1,887,577","79","Wolf+Shilo","Summoning"
"310,363","2,345,753","81","Wolf+Shilo","Dungeoneering"
"240,208","3,275,565","85","Wolf+Shilo","Div"
"257,065","3,459,354","56","Wolf+Shilo","Inven"
"234,397","332,993","61","Wolf+Shilo","Arc"
"522,621","26,887,947","1,569","Deathcort87","Overall"
"571,929","1,151,602","74","Deathcort87","Atk"
"642,065","737,672","70","Deathcort87","Def"
"517,977","1,846,920","79","Deathcort87","Str"
"616,519","1,080,371","73","Deathcort87","Constiution"
"626,457","336,350","62","Deathcort87","Range"
"528,158","308,905","61","Deathcort87","Prayer"
"603,190","674,526","69","Deathcort87","Magic"
"553,790","544,404","66","Deathcort87","Cooking"
"230,549","11,951,266","98","Deathcort87","WoodCutting"
"632,552","186,862","56","Deathcort87","Fletching"
"387,185","1,656,080","78","Deathcort87","Fishing"
"536,641","697,691","69","Deathcort87","FireMaking"
"624,793","231,777","58","Deathcort87","Crafting"
"522,744","690,889","69","Deathcort87","Smithing"
"303,935","3,485,150","85","Deathcort87","Mining"
"519,488","121,390","51","Deathcort87","Herb"
"482,909","311,788","61","Deathcort87","Agile"
"524,917","149,202","53","Deathcort87","Theiving"
"615,672","67,954","45","Deathcort87","Slayer"
"497,196","61,983","45","Deathcort87","Farming"
"630,476","62,523","45","Deathcort87","RuneCrafting"
"557,283","61,593","45","Deathcort87","Hunting"
"540,531","97,174","49","Deathcort87","Construction"
"521,485","61,738","45","Deathcort87","Summoning"
"461,450","312,137","61","Deathcort87","Dungeoneering"
"--","--","--","Deathcort87","Div"
"--","--","--","Deathcort87","Inven"
"--","--","--","Deathcort87","Arc"
"328,686","145,453,497","2,134","Just+My+Vibe","Overall"
"235,609","13,221,815","99","Just+My+Vibe","Atk"
"258,348","13,231,545","99","Just+My+Vibe","Def"
"271,839","13,106,700","99","Just+My+Vibe","Str"
"227,288","20,170,020","99","Just+My+Vibe","Constiution"
"264,351","13,062,347","99","Just+My+Vibe","Range"
"217,636","13,104,744","99","Just+My+Vibe","Prayer"
"328,627","8,854,250","95","Just+My+Vibe","Magic"
"749,295","146,259","53","Just+My+Vibe","Cooking"
"279,362","5,925,946","91","Just+My+Vibe","WoodCutting"
"332,397","3,261,146","85","Just+My+Vibe","Fletching"
"612,969","349,979","62","Just+My+Vibe","Fishing"
"249,124","13,045,836","99","Just+My+Vibe","FireMaking"
"389,226","2,011,317","80","Just+My+Vibe","Crafting"
"313,018","3,428,044","85","Just+My+Vibe","Smithing"
"768,852","173,360","55","Just+My+Vibe","Mining"
"516,257","126,221","52","Just+My+Vibe","Herb"
"226,027","5,554,092","90","Just+My+Vibe","Agile"
"433,280","327,033","61","Just+My+Vibe","Theiving"
"363,311","1,860,721","79","Just+My+Vibe","Slayer"
"459,042","112,379","51","Just+My+Vibe","Farming"
"535,383","132,843","52","Just+My+Vibe","RuneCrafting"
"503,234","140,571","53","Just+My+Vibe","Hunting"
"510,200","129,309","52","Just+My+Vibe","Construction"
"235,898","8,850,889","95","Just+My+Vibe","Summoning"
"321,734","2,139,349","80","Just+My+Vibe","Dungeoneering"
"329,969","2,042,806","80","Just+My+Vibe","Div"
"292,427","830,943","39","Just+My+Vibe","Inven"
"275,767","113,033","51","Just+My+Vibe","Arc"
"433,336","82,830,869","1,819","Vegagodofwar","Overall"
"570,806","1,173,362","74","Vegagodofwar","Atk"
"571,946","912,703","72","Vegagodofwar","Def"
"716,059","426,825","64","Vegagodofwar","Str"
"603,955","1,182,040","74","Vegagodofwar","Constiution"
"482,901","1,331,482","75","Vegagodofwar","Range"
"272,557","9,040,511","95","Vegagodofwar","Prayer"
"440,602","2,840,291","83","Vegagodofwar","Magic"
"229,585","13,071,907","99","Vegagodofwar","Cooking"
"342,137","3,476,199","85","Vegagodofwar","WoodCutting"
"229,304","13,040,531","99","Vegagodofwar","Fletching"
"352,267","2,148,789","80","Vegagodofwar","Fishing"
"145,239","14,157,696","99","Vegagodofwar","FireMaking"
"207,519","12,288,835","98","Vegagodofwar","Crafting"
"355,080","2,390,020","81","Vegagodofwar","Smithing"
"338,965","2,515,654","82","Vegagodofwar","Mining"
"488,437","194,298","56","Vegagodofwar","Herb"
"619,488","69,284","46","Vegagodofwar","Agile"
"715,446","18,290","33","Vegagodofwar","Theiving"
"426,413","804,640","70","Vegagodofwar","Slayer"
"502,621","56,848","44","Vegagodofwar","Farming"
"312,920","939,260","72","Vegagodofwar","RuneCrafting"
"593,100","32,157","38","Vegagodofwar","Hunting"
"420,513","531,800","66","Vegagodofwar","Construction"
"--","--","--","Vegagodofwar","Summoning"
"517,472","138,204","53","Vegagodofwar","Dungeoneering"
