"Rank","Total XP","Level","Player","Skill"
"1,371,342","63,776","228","Ningo44","Overall"
"1,252,755","8,164","25","Ningo44","Atk"
"1,155,927","14,613","30","Ningo44","Def"
"1,232,195","8,564","25","Ningo44","Str"
"1,295,553","11,682","28","Ningo44","Constiution"
"--","--","--","Ningo44","Range"
"1,154,469","3,848","18","Ningo44","Prayer"
"--","--","--","Ningo44","Magic"
"1,243,010","2,853","16","Ningo44","Cooking"
"--","--","--","Ningo44","WoodCutting"
"--","--","--","Ningo44","Fletching"
"--","--","--","Ningo44","Fishing"
"--","--","--","Ningo44","FireMaking"
"--","--","--","Ningo44","Crafting"
"--","--","--","Ningo44","Smithing"
"1,221,512","7,494","24","Ningo44","Mining"
"--","--","--","Ningo44","Herb"
"--","--","--","Ningo44","Agile"
"--","--","--","Ningo44","Theiving"
"--","--","--","Ningo44","Slayer"
"--","--","--","Ningo44","Farming"
"--","--","--","Ningo44","RuneCrafting"
"--","--","--","Ningo44","Hunting"
"--","--","--","Ningo44","Construction"
"--","--","--","Ningo44","Summoning"
"--","--","--","Ningo44","Dungeoneering"
"--","--","--","Ningo44","Div"
"--","--","--","Ningo44","Inven"
"--","--","--","Ningo44","Arc"
"797,979","3,923,145","916","Raiderxgold","Overall"
"901,721","102,434","50","Raiderxgold","Atk"
"914,108","97,513","49","Raiderxgold","Def"
"889,390","125,537","52","Raiderxgold","Str"
"986,606","86,826","48","Raiderxgold","Constiution"
"--","--","--","Raiderxgold","Range"
"943,473","16,207","31","Raiderxgold","Prayer"
"1,158,519","6,354","23","Raiderxgold","Magic"
"961,199","33,728","39","Raiderxgold","Cooking"
"890,310","102,307","50","Raiderxgold","WoodCutting"
"547,285","515,666","66","Raiderxgold","Fletching"
"934,004","38,519","40","Raiderxgold","Fishing"
"1,181,204","4,660","20","Raiderxgold","FireMaking"
"617,990","255,898","59","Raiderxgold","Crafting"
"586,751","379,500","63","Raiderxgold","Smithing"
"489,212","900,226","72","Raiderxgold","Mining"
"792,518","2,490","15","Raiderxgold","Herb"
"728,602","24,342","35","Raiderxgold","Agile"
"--","--","--","Raiderxgold","Theiving"
"--","--","--","Raiderxgold","Slayer"
"674,196","4,006","19","Raiderxgold","Farming"
"737,660","21,260","34","Raiderxgold","RuneCrafting"
"--","--","--","Raiderxgold","Hunting"
"--","--","--","Raiderxgold","Construction"
"--","--","--","Raiderxgold","Summoning"
"385,736","1,191,249","74","Raiderxgold","Dungeoneering"
"--","--","--","Raiderxgold","Div"
"--","--","--","Raiderxgold","Inven"
"377,576","7,630","24","Raiderxgold","Arc"
"1,354,299","60,269","238","Young+Pernix","Overall"
"1,252,756","8,164","25","Young+Pernix","Atk"
"1,236,663","8,080","25","Young+Pernix","Def"
"1,281,164","5,645","22","Young+Pernix","Str"
"1,281,375","12,743","29","Young+Pernix","Constiution"
"1,024,737","7,965","25","Young+Pernix","Range"
"1,163,564","3,634","18","Young+Pernix","Prayer"
"1,166,290","5,833","22","Young+Pernix","Magic"
"--","--","--","Young+Pernix","Cooking"
"--","--","--","Young+Pernix","WoodCutting"
"--","--","--","Young+Pernix","Fletching"
