"Rank","Total XP","Level","Player","Skill"
"688,730","7,496,305","1,153","HC+Steven","Overall"
"995,043","49,346","42","HC+Steven","Atk"
"974,411","57,019","44","HC+Steven","Def"
"1,010,758","47,496","42","HC+Steven","Str"
"1,074,334","47,463","42","HC+Steven","Constiution"
"1,009,498","9,363","26","HC+Steven","Range"
"958,037","14,876","31","HC+Steven","Prayer"
"814,032","116,566","51","HC+Steven","Magic"
"832,306","88,013","48","HC+Steven","Cooking"
"931,740","73,757","46","HC+Steven","WoodCutting"
"926,122","2,539","15","HC+Steven","Fletching"
"669,710","251,675","59","HC+Steven","Fishing"
"1,028,455","18,389","33","HC+Steven","FireMaking"
"850,353","44,480","41","HC+Steven","Crafting"
"635,678","266,388","59","HC+Steven","Smithing"
"697,867","281,658","60","HC+Steven","Mining"
"513,327","134,231","52","HC+Steven","Herb"
"656,792","47,312","42","HC+Steven","Agile"
"216,211","5,365,426","90","HC+Steven","Theiving"
"691,119","24,887","36","HC+Steven","Slayer"
"507,021","54,578","43","HC+Steven","Farming"
"527,867","141,662","53","HC+Steven","RuneCrafting"
"715,329","3,205","17","HC+Steven","Hunting"
"620,271","26,600","36","HC+Steven","Construction"
"--","--","--","HC+Steven","Summoning"
"744,880","9,780","27","HC+Steven","Dungeoneering"
"433,470","188,468","56","HC+Steven","Div"
"--","--","--","HC+Steven","Inven"
"270,168","130,026","52","HC+Steven","Arc"
"579,059","9,648,982","1,424","Rhannter","Overall"
"656,793","657,492","68","Rhannter","Atk"
"734,903","289,589","60","Rhannter","Def"
"776,957","288,049","60","Rhannter","Str"
"748,844","422,677","64","Rhannter","Constiution"
"720,295","137,915","53","Rhannter","Range"
"577,024","198,879","56","Rhannter","Prayer"
"676,343","359,027","62","Rhannter","Magic"
"472,384","953,347","72","Rhannter","Cooking"
"627,044","668,017","68","Rhannter","WoodCutting"
"472,894","1,003,193","73","Rhannter","Fletching"
"653,481","278,930","60","Rhannter","Fishing"
"643,904","310,153","61","Rhannter","FireMaking"
"462,743","937,957","72","Rhannter","Crafting"
"455,092","1,209,185","74","Rhannter","Smithing"
"514,332","766,979","70","Rhannter","Mining"
"638,708","24,344","35","Rhannter","Herb"
"729,100","24,209","35","Rhannter","Agile"
"577,320","107,660","50","Rhannter","Theiving"
"524,129","236,353","58","Rhannter","Slayer"
"--","--","--","Rhannter","Farming"
"430,306","303,032","61","Rhannter","RuneCrafting"
"593,381","33,648","39","Rhannter","Hunting"
"509,811","132,695","52","Rhannter","Construction"
"--","--","--","Rhannter","Summoning"
"467,639","293,417","60","Rhannter","Dungeoneering"
"--","--","--","Rhannter","Div"
"--","--","--","Rhannter","Inven"
"382,689","6,644","23","Rhannter","Arc"
"1,015,979","625,990","558","IsaiahisDead","Overall"
"995,044","49,345","42","IsaiahisDead","Atk"
"976,878","56,262","44","IsaiahisDead","Def"
"1,115,226","20,156","33","IsaiahisDead","Str"
"1,238,162","16,383","31","IsaiahisDead","Constiution"
"1,117,863","3,164","17","IsaiahisDead","Range"
"960,800","14,655","30","IsaiahisDead","Prayer"
"1,009,271","24,256","35","IsaiahisDead","Magic"
"--","--","--","IsaiahisDead","Cooking"
"--","--","--","IsaiahisDead","WoodCutting"
"778,461","29,579","37","IsaiahisDead","Fletching"
"--","--","--","IsaiahisDead","Fishing"
"888,375","57,785","44","IsaiahisDead","FireMaking"
"938,579","20,691","34","IsaiahisDead","Crafting"
"615,521","300,835","60","IsaiahisDead","Smithing"
"--","--","--","IsaiahisDead","Mining"
"--","--","--","IsaiahisDead","Herb"
"801,163","11,843","28","IsaiahisDead","Agile"
"844,421","3,894","18","IsaiahisDead","Theiving"
"807,540","4,639","20","IsaiahisDead","Slayer"
"--","--","--","IsaiahisDead","Farming"
"--","--","--","IsaiahisDead","RuneCrafting"
"693,628","4,824","20","IsaiahisDead","Hunting"
"--","--","--","IsaiahisDead","Construction"
"--","--","--","IsaiahisDead","Summoning"
"--","--","--","IsaiahisDead","Dungeoneering"
"--","--","--","IsaiahisDead","Div"
"--","--","--","IsaiahisDead","Inven"
"--","--","--","IsaiahisDead","Arc"
"610,885","23,942,986","1,342","Kakalof","Overall"
"656,794","657,489","68","Kakalof","Atk"
"666,213","510,533","66","Kakalof","Def"
"646,166","754,239","70","Kakalof","Str"
"677,204","719,177","69","Kakalof","Constiution"
"684,201","193,771","56","Kakalof","Range"
"595,840","168,861","55","Kakalof","Prayer"
"654,400","434,195","64","Kakalof","Magic"
"380,056","2,067,046","80","Kakalof","Cooking"
"401,998","2,440,844","82","Kakalof","WoodCutting"
"235,156","13,035,394","99","Kakalof","Fletching"
"654,267","277,945","60","Kakalof","Fishing"
"475,308","1,117,146","74","Kakalof","FireMaking"
"646,421","195,106","56","Kakalof","Crafting"
"629,164","277,727","60","Kakalof","Smithing"
"519,646","746,946","70","Kakalof","Mining"
"583,754","56,313","44","Kakalof","Herb"
"743,251","21,727","34","Kakalof","Agile"
"774,725","10,231","27","Kakalof","Theiving"
"813,475","4,450","19","Kakalof","Slayer"
"677,177","3,802","18","Kakalof","Farming"
"493,435","182,681","55","Kakalof","RuneCrafting"
"646,427","12,397","29","Kakalof","Hunting"
"678,975","10,430","27","Kakalof","Construction"
"659,621","3,620","18","Kakalof","Summoning"
"621,244","40,853","40","Kakalof","Dungeoneering"
"--","--","--","Kakalof","Div"
"--","--","--","Kakalof","Inven"
"--","--","--","Kakalof","Arc"
"1,242,603","378,544","314","punchington","Overall"
"996,521","48,781","42","punchington","Atk"
"1,124,609","18,188","32","punchington","Def"
"1,022,105","43,076","41","punchington","Str"
"1,133,166","32,141","38","punchington","Constiution"
"--","--","--","punchington","Range"
"1,112,182","5,034","21","punchington","Prayer"
"758,853","189,911","56","punchington","Magic"
"--","--","--","punchington","Cooking"
"1,028,805","37,270","40","punchington","WoodCutting"
"--","--","--","punchington","Fletching"
"--","--","--","punchington","Fishing"
"--","--","--","punchington","FireMaking"
"--","--","--","punchington","Crafting"
"--","--","--","punchington","Smithing"
"--","--","--","punchington","Mining"
"--","--","--","punchington","Herb"
"--","--","--","punchington","Agile"
"--","--","--","punchington","Theiving"
"828,819","3,198","17","punchington","Slayer"
"--","--","--","punchington","Farming"
"--","--","--","punchington","RuneCrafting"
"--","--","--","punchington","Hunting"
"--","--","--","punchington","Construction"
"--","--","--","punchington","Summoning"
"--","--","--","punchington","Dungeoneering"
"--","--","--","punchington","Div"
"--","--","--","punchington","Inven"
"--","--","--","punchington","Arc"
"--","--","--","karmafan","Overall"
