"Rank","Total XP","Level","Player","Skill"
"518,927","58,714,568","1,588","RandomAndy","Overall"
"258,454","13,082,152","99","RandomAndy","Atk"
"311,176","9,726,669","96","RandomAndy","Def"
"359,434","5,998,016","91","RandomAndy","Str"
"314,088","12,303,887","98","RandomAndy","Constiution"
"347,805","4,934,519","89","RandomAndy","Range"
"382,273","1,689,444","78","RandomAndy","Prayer"
"374,920","5,682,785","90","RandomAndy","Magic"
"896,217","55,915","44","RandomAndy","Cooking"
"772,685","257,663","59","RandomAndy","WoodCutting"
"538,557","583,873","67","RandomAndy","Fletching"
"874,916","64,241","45","RandomAndy","Fishing"
"492,803","968,314","72","RandomAndy","FireMaking"
"613,563","275,106","60","RandomAndy","Crafting"
"700,365","163,646","54","RandomAndy","Smithing"
"774,953","173,263","55","RandomAndy","Mining"
"690,197","12,040","29","RandomAndy","Herb"
"525,186","208,767","57","RandomAndy","Agile"
"600,624","81,633","47","RandomAndy","Theiving"
"527,187","231,840","58","RandomAndy","Slayer"
"648,997","6,131","22","RandomAndy","Farming"
"711,819","28,709","37","RandomAndy","RuneCrafting"
"663,508","9,173","26","RandomAndy","Hunting"
"569,521","61,913","45","RandomAndy","Construction"
"520,602","67,250","45","RandomAndy","Summoning"
"332,265","2,028,064","80","RandomAndy","Dungeoneering"
"536,520","17,893","32","RandomAndy","Div"
"--","--","--","RandomAndy","Inven"
"--","--","--","RandomAndy","Arc"
"809,709","4,957,953","898","TompoMeurig","Overall"
"911,814","101,686","50","TompoMeurig","Atk"
"901,701","101,955","50","TompoMeurig","Def"
"737,106","377,235","63","TompoMeurig","Str"
"854,436","210,435","57","TompoMeurig","Constiution"
"733,816","125,483","52","TompoMeurig","Range"
"762,612","60,666","44","TompoMeurig","Prayer"
"813,476","120,510","51","TompoMeurig","Magic"
"606,983","378,045","63","TompoMeurig","Cooking"
"692,148","428,390","64","TompoMeurig","WoodCutting"
"--","--","--","TompoMeurig","Fletching"
"584,625","424,672","64","TompoMeurig","Fishing"
"575,155","507,083","66","TompoMeurig","FireMaking"
"800,112","65,702","45","TompoMeurig","Crafting"
"574,674","434,131","64","TompoMeurig","Smithing"
"402,719","1,592,170","77","TompoMeurig","Mining"
"--","--","--","TompoMeurig","Herb"
"--","--","--","TompoMeurig","Agile"
"--","--","--","TompoMeurig","Theiving"
"--","--","--","TompoMeurig","Slayer"
"--","--","--","TompoMeurig","Farming"
"723,370","25,250","36","TompoMeurig","RuneCrafting"
"--","--","--","TompoMeurig","Hunting"
"--","--","--","TompoMeurig","Construction"
"--","--","--","TompoMeurig","Summoning"
"--","--","--","TompoMeurig","Dungeoneering"
"--","--","--","TompoMeurig","Div"
"--","--","--","TompoMeurig","Inven"
"--","--","--","TompoMeurig","Arc"
"319,707","132,011,900","2,167","PlagueRat","Overall"
"258,455","13,082,145","99","PlagueRat","Atk"
"243,905","13,461,942","99","PlagueRat","Def"
"395,753","4,542,751","88","PlagueRat","Str"
"319,653","11,655,116","97","PlagueRat","Constiution"
"374,928","3,568,175","85","PlagueRat","Range"
"338,257","3,693,576","86","PlagueRat","Prayer"
"281,688","13,139,890","99","PlagueRat","Magic"
"368,059","2,246,859","81","PlagueRat","Cooking"
"210,798","13,127,870","99","PlagueRat","WoodCutting"
"222,709","13,056,920","99","PlagueRat","Fletching"
"331,968","2,536,016","82","PlagueRat","Fishing"
"221,663","13,157,971","99","PlagueRat","FireMaking"
"435,681","1,336,689","76","PlagueRat","Crafting"
"314,303","3,439,409","85","PlagueRat","Smithing"
"268,809","5,518,063","90","PlagueRat","Mining"
"381,003","1,233,047","75","PlagueRat","Herb"
"378,554","1,033,471","73","PlagueRat","Agile"
"256,143","2,206,331","81","PlagueRat","Theiving"
"296,734","4,136,957","87","PlagueRat","Slayer"
"324,550","806,742","70","PlagueRat","Farming"
"377,402","504,482","66","PlagueRat","RuneCrafting"
"384,061","575,256","67","PlagueRat","Hunting"
"344,911","1,294,124","75","PlagueRat","Construction"
"340,825","1,384,312","76","PlagueRat","Summoning"
"393,278","1,036,315","73","PlagueRat","Dungeoneering"
"426,542","237,471","58","PlagueRat","Div"
"--","--","--","PlagueRat","Inven"
"--","--","--","PlagueRat","Arc"
"915,529","2,260,648","711","ranged+lt116","Overall"
"911,815","101,686","50","ranged+lt116","Atk"
"963,171","62,846","45","ranged+lt116","Def"
"806,078","249,346","59","ranged+lt116","Str"
"894,558","160,122","54","ranged+lt116","Constiution"
"764,477","102,793","50","ranged+lt116","Range"
"923,351","19,316","33","ranged+lt116","Prayer"
"996,329","28,433","37","ranged+lt116","Magic"
"653,408","280,523","60","ranged+lt116","Cooking"
"609,049","768,942","70","ranged+lt116","WoodCutting"
"--","--","--","ranged+lt116","Fletching"
"831,058","94,011","49","ranged+lt116","Fishing"
"858,673","77,416","47","ranged+lt116","FireMaking"
"968,068","16,353","31","ranged+lt116","Crafting"
"1,073,278","16,121","31","ranged+lt116","Smithing"
"702,908","279,117","60","ranged+lt116","Mining"
"--","--","--","ranged+lt116","Herb"
"--","--","--","ranged+lt116","Agile"
"--","--","--","ranged+lt116","Theiving"
"--","--","--","ranged+lt116","Slayer"
"--","--","--","ranged+lt116","Farming"
"942,484","2,640","15","ranged+lt116","RuneCrafting"
"--","--","--","ranged+lt116","Hunting"
"--","--","--","ranged+lt116","Construction"
"--","--","--","ranged+lt116","Summoning"
"--","--","--","ranged+lt116","Dungeoneering"
"--","--","--","ranged+lt116","Div"
"--","--","--","ranged+lt116","Inven"
"--","--","--","ranged+lt116","Arc"
"309,308","137,509,922","2,199","Killspre","Overall"
"258,456","13,082,144","99","Killspre","Atk"
"408,217","3,374,439","85","Killspre","Def"
"360,361","5,961,442","91","Killspre","Str"
"362,266","8,127,923","94","Killspre","Constiution"
"392,055","3,008,936","84","Killspre","Range"
"380,758","1,736,032","78","Killspre","Prayer"
"257,836","13,396,155","99","Killspre","Magic"
"208,603","13,186,187","99","Killspre","Cooking"
"150,778","13,914,663","99","Killspre","WoodCutting"
"349,645","2,758,786","83","Killspre","Fletching"
"274,410","4,669,578","88","Killspre","Fishing"
"196,213","13,351,075","99","Killspre","FireMaking"
"357,511","2,194,095","81","Killspre","Crafting"
"437,494","1,538,774","77","Killspre","Smithing"
"370,614","2,054,762","80","Killspre","Mining"
"294,208","5,430,426","90","Killspre","Herb"
"295,929","2,283,756","81","Killspre","Agile"
"336,888","808,374","70","Killspre","Theiving"
"276,460","5,424,919","90","Killspre","Slayer"
"272,715","1,830,799","79","Killspre","Farming"
"165,063","13,035,461","99","Killspre","RuneCrafting"
"259,532","2,292,525","81","Killspre","Hunting"
"460,408","289,705","60","Killspre","Construction"
"379,476","845,797","71","Killspre","Summoning"
"491,417","208,933","57","Killspre","Dungeoneering"
"259,455","2,704,236","83","Killspre","Div"
"--","--","--","Killspre","Inven"
"--","--","--","Killspre","Arc"
"664,657","4,907,338","1,215","W+i+lli+aM","Overall"
"911,816","101,686","50","W+i+lli+aM","Atk"
"816,391","158,848","54","W+i+lli+aM","Def"
"973,087","68,581","46","W+i+lli+aM","Str"
"963,853","103,548","50","W+i+lli+aM","Constiution"
"918,531","24,229","35","W+i+lli+aM","Range"
"832,616","42,346","41","W+i+lli+aM","Prayer"
"648,484","466,024","65","W+i+lli+aM","Magic"
"848,744","79,195","47","W+i+lli+aM","Cooking"
"729,423","339,286","62","W+i+lli+aM","WoodCutting"
"600,754","289,848","60","W+i+lli+aM","Fletching"
"753,676","151,831","54","W+i+lli+aM","Fishing"
"849,588","84,790","48","W+i+lli+aM","FireMaking"
"656,687","183,969","55","W+i+lli+aM","Crafting"
"644,920","249,303","59","W+i+lli+aM","Smithing"
"494,100","877,363","71","W+i+lli+aM","Mining"
"590,274","52,085","43","W+i+lli+aM","Herb"
"713,081","28,767","37","W+i+lli+aM","Agile"
"598,873","83,903","48","W+i+lli+aM","Theiving"
"686,368","27,555","37","W+i+lli+aM","Slayer"
"472,256","98,317","49","W+i+lli+aM","Farming"
"287,285","1,324,821","75","W+i+lli+aM","RuneCrafting"
"686,685","5,760","22","W+i+lli+aM","Hunting"
"761,705","2,468","15","W+i+lli+aM","Construction"
"652,323","4,421","19","W+i+lli+aM","Summoning"
"721,287","13,559","30","W+i+lli+aM","Dungeoneering"
"494,470","44,835","41","W+i+lli+aM","Div"
"--","--","--","W+i+lli+aM","Inven"
"--","--","--","W+i+lli+aM","Arc"
"379,959","81,649,318","1,986","Tibsay","Overall"
"258,457","13,082,140","99","Tibsay","Atk"
"293,613","13,039,328","99","Tibsay","Def"
"309,674","10,340,912","96","Tibsay","Str"
"311,206","12,689,305","98","Tibsay","Constiution"
"423,448","2,254,635","81","Tibsay","Range"
"428,799","942,880","72","Tibsay","Prayer"
"459,990","2,465,844","82","Tibsay","Magic"
"323,514","3,406,421","85","Tibsay","Cooking"
"403,640","2,434,530","82","Tibsay","WoodCutting"
"437,428","1,359,995","76","Tibsay","Fletching"
"425,882","1,266,027","75","Tibsay","Fishing"
"418,370","1,817,522","79","Tibsay","FireMaking"
"465,226","927,904","72","Tibsay","Crafting"
"521,469","737,959","70","Tibsay","Smithing"
"656,787","341,835","62","Tibsay","Mining"
"425,366","521,443","66","Tibsay","Herb"
"417,214","743,245","70","Tibsay","Agile"
"442,645","302,343","61","Tibsay","Theiving"
"244,923","8,073,987","94","Tibsay","Slayer"
"340,950","651,097","68","Tibsay","Farming"
"425,222","317,388","61","Tibsay","RuneCrafting"
"346,294","860,029","71","Tibsay","Hunting"
"458,709","295,478","60","Tibsay","Construction"
"311,225","2,042,447","80","Tibsay","Summoning"
"445,393","419,486","64","Tibsay","Dungeoneering"
"416,091","315,138","61","Tibsay","Div"
"--","--","--","Tibsay","Inven"
"--","--","--","Tibsay","Arc"
"--","--","--","[#7N0JNLVKF]","Overall"
"--","--","--","[#7N0JNLVKF]","Atk"
"--","--","--","[#7N0JNLVKF]","Def"
"--","--","--","[#7N0JNLVKF]","Str"
"--","--","--","[#7N0JNLVKF]","Constiution"
"--","--","--","[#7N0JNLVKF]","Range"
"--","--","--","[#7N0JNLVKF]","Prayer"
"--","--","--","[#7N0JNLVKF]","Magic"
"--","--","--","[#7N0JNLVKF]","Cooking"
"--","--","--","[#7N0JNLVKF]","WoodCutting"
"--","--","--","[#7N0JNLVKF]","Fletching"
"--","--","--","[#7N0JNLVKF]","Fishing"
"--","--","--","[#7N0JNLVKF]","FireMaking"
"--","--","--","[#7N0JNLVKF]","Crafting"
"--","--","--","[#7N0JNLVKF]","Smithing"
"--","--","--","[#7N0JNLVKF]","Mining"
"--","--","--","[#7N0JNLVKF]","Herb"
"--","--","--","[#7N0JNLVKF]","Agile"
"--","--","--","[#7N0JNLVKF]","Theiving"
"--","--","--","[#7N0JNLVKF]","Slayer"
"--","--","--","[#7N0JNLVKF]","Farming"
"--","--","--","[#7N0JNLVKF]","RuneCrafting"
"--","--","--","[#7N0JNLVKF]","Hunting"
