"Rank","Total XP","Level","Player","Skill"
"385,065","102,616,919","1,968","starfan28","Overall"
"513,098","1,536,207","77","starfan28","Atk"
"279,550","13,083,179","99","starfan28","Def"
"358,610","6,008,581","91","starfan28","Str"
"330,707","10,511,989","96","starfan28","Constiution"
"459,882","1,664,855","78","starfan28","Range"
"402,125","1,292,457","75","starfan28","Prayer"
"256,910","13,404,009","99","starfan28","Magic"
"200,653","13,241,127","99","starfan28","Cooking"
"116,885","14,832,378","99","starfan28","WoodCutting"
"508,257","776,249","70","starfan28","Fletching"
"371,605","1,922,535","79","starfan28","Fishing"
"388,565","2,258,390","81","starfan28","FireMaking"
"441,856","1,240,008","75","starfan28","Crafting"
"468,414","1,039,975","73","starfan28","Smithing"
"319,609","3,032,363","84","starfan28","Mining"
"478,468","230,251","58","starfan28","Herb"
"390,680","887,505","71","starfan28","Agile"
"348,937","739,886","70","starfan28","Theiving"
"415,723","938,011","72","starfan28","Slayer"
"414,976","220,482","57","starfan28","Farming"
"137,883","13,204,827","99","starfan28","RuneCrafting"
"468,712","220,467","57","starfan28","Hunting"
"537,419","103,114","50","starfan28","Construction"
"513,369","77,086","47","starfan28","Summoning"
"579,562","68,681","46","starfan28","Dungeoneering"
"471,164","78,558","47","starfan28","Div"
"--","--","--","starfan28","Inven"
"449,658","3,749","18","starfan28","Arc"
"53,550","1,178,889,680","2,866","SkiastrasPet","Overall"
"225,099","13,362,188","99","SkiastrasPet","Atk"
"106,764","29,647,834","99","SkiastrasPet","Def"
"242,611","13,363,938","99","SkiastrasPet","Str"
"130,529","37,576,440","99","SkiastrasPet","Constiution"
"70,715","47,898,706","99","SkiastrasPet","Range"
"100,976","15,223,929","99","SkiastrasPet","Prayer"
"135,452","21,072,231","99","SkiastrasPet","Magic"
"86,173","16,181,779","99","SkiastrasPet","Cooking"
"65,850","18,229,794","99","SkiastrasPet","WoodCutting"
"71,897","15,350,241","99","SkiastrasPet","Fletching"
"99,388","19,421,647","99","SkiastrasPet","Fishing"
"123,139","14,842,827","99","SkiastrasPet","FireMaking"
"61,033","18,680,925","99","SkiastrasPet","Crafting"
"87,073","16,190,262","99","SkiastrasPet","Smithing"
"53,775","30,155,442","99","SkiastrasPet","Mining"
"56,899","74,849,057","116","SkiastrasPet","Herb"
"94,277","15,437,360","99","SkiastrasPet","Agile"
"162,893","13,281,644","99","SkiastrasPet","Theiving"
"99,852","33,261,222","108","SkiastrasPet","Slayer"
"13,595","184,844,896","120","SkiastrasPet","Farming"
"39,423","18,826,808","99","SkiastrasPet","RuneCrafting"
"35,092","33,035,161","99","SkiastrasPet","Hunting"
"66,962","16,532,394","99","SkiastrasPet","Construction"
"53,347","17,657,894","99","SkiastrasPet","Summoning"
"109,960","21,575,534","104","SkiastrasPet","Dungeoneering"
"41,026","22,389,527","99","SkiastrasPet","Div"
"21,191","200,000,000","120","SkiastrasPet","Inven"
"1,108","200,000,000","120","SkiastrasPet","Arc"
"550,173","25,106,854","1,502","M1xk","Overall"
"513,215","1,534,678","77","M1xk","Atk"
"535,491","1,237,963","75","M1xk","Def"
"574,535","1,215,708","75","M1xk","Str"
"580,385","1,433,167","76","M1xk","Constiution"
"589,989","498,788","66","M1xk","Range"
"670,195","105,548","50","M1xk","Prayer"
"551,991","1,037,219","73","M1xk","Magic"
"406,072","1,657,202","78","M1xk","Cooking"
"590,196","862,698","71","M1xk","WoodCutting"
"577,040","370,988","63","M1xk","Fletching"
"587,503","413,986","64","M1xk","Fishing"
"255,143","13,038,528","99","M1xk","FireMaking"
"611,018","276,867","60","M1xk","Crafting"
"631,918","275,668","60","M1xk","Smithing"
"699,962","280,534","60","M1xk","Mining"
"587,327","53,635","43","M1xk","Herb"
"595,752","101,452","50","M1xk","Agile"
"567,879","120,081","51","M1xk","Theiving"
"482,357","408,963","64","M1xk","Slayer"
"582,338","16,823","32","M1xk","Farming"
"757,618","17,490","32","M1xk","RuneCrafting"
"618,165","20,705","34","M1xk","Hunting"
"612,822","30,730","38","M1xk","Construction"
"529,450","55,232","43","M1xk","Summoning"
"655,794","27,552","37","M1xk","Dungeoneering"
"544,691","14,649","30","M1xk","Div"
"--","--","--","M1xk","Inven"
"--","--","--","M1xk","Arc"
"251,841","363,216,586","2,373","Rubzuz","Overall"
"225,100","13,362,166","99","Rubzuz","Atk"
"58,258","74,432,319","99","Rubzuz","Def"
"239,137","13,409,317","99","Rubzuz","Str"
"117,430","42,224,721","99","Rubzuz","Constiution"
"243,798","13,261,230","99","Rubzuz","Range"
"182,275","13,434,159","99","Rubzuz","Prayer"
"252,236","13,476,455","99","Rubzuz","Magic"
"105,639","15,131,261","99","Rubzuz","Cooking"
"286,054","5,651,730","90","Rubzuz","WoodCutting"
"294,809","5,018,894","89","Rubzuz","Fletching"
"427,822","1,238,035","75","Rubzuz","Fishing"
"195,688","13,353,437","99","Rubzuz","FireMaking"
"343,395","2,329,716","81","Rubzuz","Crafting"
"248,504","8,758,049","94","Rubzuz","Smithing"
"389,226","1,758,024","78","Rubzuz","Mining"
"170,758","14,197,791","99","Rubzuz","Herb"
"149,152","13,493,070","99","Rubzuz","Agile"
"310,746","1,046,247","73","Rubzuz","Theiving"
"77,551","50,641,014","112","Rubzuz","Slayer"
"149,109","14,690,356","100","Rubzuz","Farming"
"363,350","574,955","67","Rubzuz","RuneCrafting"
"298,668","1,459,336","76","Rubzuz","Hunting"
"259,370","2,575,786","82","Rubzuz","Construction"
"113,464","13,996,476","99","Rubzuz","Summoning"
"177,180","13,068,839","99","Rubzuz","Dungeoneering"
"392,320","633,203","68","Rubzuz","Div"
"--","--","--","Rubzuz","Inven"
"--","--","--","Rubzuz","Arc"
