"Rank","Total XP","Level","Player","Skill"
"3,264","4,537,236,260","2,898","brunozo","Overall"
"2,760","200,000,000","99","brunozo","Atk"
"5,756","200,000,000","99","brunozo","Def"
"4,314","200,000,000","99","brunozo","Str"
"6,799","200,000,000","99","brunozo","Constiution"
"4,562","200,000,000","99","brunozo","Range"
"5,382","123,879,634","99","brunozo","Prayer"
"6,129","200,000,000","99","brunozo","Magic"
"6,785","109,391,983","99","brunozo","Cooking"
"6,027","116,286,650","99","brunozo","WoodCutting"
"5,453","111,376,310","99","brunozo","Fletching"
"7,337","133,386,728","99","brunozo","Fishing"
"8,694","122,404,274","99","brunozo","FireMaking"
"4,617","133,999,969","99","brunozo","Crafting"
"6,347","118,381,958","99","brunozo","Smithing"
"9,088","124,429,749","99","brunozo","Mining"
"6,527","194,057,535","120","brunozo","Herb"
"1,528","200,000,000","99","brunozo","Agile"
"9,993","135,657,936","99","brunozo","Theiving"
"10,863","176,682,369","120","brunozo","Slayer"
"15,641","166,928,749","120","brunozo","Farming"
"4,063","134,161,859","99","brunozo","RuneCrafting"
"5,412","143,592,055","99","brunozo","Hunting"
"3,585","188,080,491","99","brunozo","Construction"
"2,264","200,000,000","99","brunozo","Summoning"
"12,549","196,050,027","120","brunozo","Dungeoneering"
"7,013","108,487,984","99","brunozo","Div"
"7,248","200,000,000","120","brunozo","Inven"
"1,672","200,000,000","120","brunozo","Arc"
"543,858","22,665,814","1,521","RottenHarley","Overall"
"689,322","450,165","65","RottenHarley","Atk"
"676,396","467,756","65","RottenHarley","Def"
"731,783","392,634","63","RottenHarley","Str"
"731,853","487,212","65","RottenHarley","Constiution"
"676,342","216,899","57","RottenHarley","Range"
"596,898","170,027","55","RottenHarley","Prayer"
"663,758","408,084","64","RottenHarley","Magic"
"447,128","1,179,849","74","RottenHarley","Cooking"
"672,219","486,683","65","RottenHarley","WoodCutting"
"377,717","2,203,499","81","RottenHarley","Fletching"
"508,338","720,527","69","RottenHarley","Fishing"
"717,181","187,347","56","RottenHarley","FireMaking"
"598,671","303,993","61","RottenHarley","Crafting"
"267,102","6,391,276","91","RottenHarley","Smithing"
"252,092","6,795,015","92","RottenHarley","Mining"
"488,625","204,473","57","RottenHarley","Herb"
"371,220","1,156,729","74","RottenHarley","Agile"
"629,233","56,389","44","RottenHarley","Theiving"
"694,482","24,469","35","RottenHarley","Slayer"
"477,492","89,828","48","RottenHarley","Farming"
"537,965","133,686","52","RottenHarley","RuneCrafting"
"607,519","26,101","36","RottenHarley","Hunting"
"616,945","29,034","37","RottenHarley","Construction"
"636,093","5,989","22","RottenHarley","Summoning"
"688,275","19,546","33","RottenHarley","Dungeoneering"
"610,930","3,060","16","RottenHarley","Div"
"--","--","--","RottenHarley","Inven"
"303,886","55,544","43","RottenHarley","Arc"
"509","5,600,000,000","2,898","Vytautas45","Overall"
"2,761","200,000,000","99","Vytautas45","Atk"
"4,533","200,000,000","99","Vytautas45","Def"
"2,560","200,000,000","99","Vytautas45","Str"
"2,297","200,000,000","99","Vytautas45","Constiution"
"4,028","200,000,000","99","Vytautas45","Range"
"1,461","200,000,000","99","Vytautas45","Prayer"
"5,176","200,000,000","99","Vytautas45","Magic"
"302","200,000,000","99","Vytautas45","Cooking"
"56","200,000,000","99","Vytautas45","WoodCutting"
"1,411","200,000,000","99","Vytautas45","Fletching"
"1,332","200,000,000","99","Vytautas45","Fishing"
"205","200,000,000","99","Vytautas45","FireMaking"
"1,166","200,000,000","99","Vytautas45","Crafting"
"1,265","200,000,000","99","Vytautas45","Smithing"
"963","200,000,000","99","Vytautas45","Mining"
"1,577","200,000,000","120","Vytautas45","Herb"
"1,138","200,000,000","99","Vytautas45","Agile"
"1,543","200,000,000","99","Vytautas45","Theiving"
"582","200,000,000","120","Vytautas45","Slayer"
"905","200,000,000","120","Vytautas45","Farming"
"858","200,000,000","99","Vytautas45","RuneCrafting"
"670","200,000,000","99","Vytautas45","Hunting"
"1,326","200,000,000","99","Vytautas45","Construction"
"1,887","200,000,000","99","Vytautas45","Summoning"
"1,040","200,000,000","120","Vytautas45","Dungeoneering"
"1,331","200,000,000","99","Vytautas45","Div"
"549","200,000,000","120","Vytautas45","Inven"
"1,512","200,000,000","120","Vytautas45","Arc"
"888,280","4,669,413","755","K1NG+DEATH","Overall"
"690,494","447,346","64","K1NG+DEATH","Atk"
"--","--","--","K1NG+DEATH","Def"
"476,182","2,359,337","81","K1NG+DEATH","Str"
"610,705","1,159,509","74","K1NG+DEATH","Constiution"
"--","--","--","K1NG+DEATH","Range"
"635,046","129,805","52","K1NG+DEATH","Prayer"
