"Rank","Total XP","Level","Player","Skill"
"901,540","1,243,040","731","Rabid+Antlop","Overall"
"943,304","76,939","47","Rabid+Antlop","Atk"
"937,282","75,593","47","Rabid+Antlop","Def"
"969,959","69,317","46","Rabid+Antlop","Str"
"1,062,997","52,063","43","Rabid+Antlop","Constiution"
"875,555","38,263","40","Rabid+Antlop","Range"
"903,939","22,232","34","Rabid+Antlop","Prayer"
"1,009,658","24,687","35","Rabid+Antlop","Magic"
"712,584","186,239","56","Rabid+Antlop","Cooking"
"857,250","128,375","52","Rabid+Antlop","WoodCutting"
"--","--","--","Rabid+Antlop","Fletching"
"691,923","217,771","57","Rabid+Antlop","Fishing"
"833,968","95,728","49","Rabid+Antlop","FireMaking"
"842,874","47,380","42","Rabid+Antlop","Crafting"
"863,881","58,533","44","Rabid+Antlop","Smithing"
"845,345","112,751","51","Rabid+Antlop","Mining"
"--","--","--","Rabid+Antlop","Herb"
"--","--","--","Rabid+Antlop","Agile"
"--","--","--","Rabid+Antlop","Theiving"
"--","--","--","Rabid+Antlop","Slayer"
"--","--","--","Rabid+Antlop","Farming"
"799,619","11,662","28","Rabid+Antlop","RuneCrafting"
"--","--","--","Rabid+Antlop","Hunting"
"--","--","--","Rabid+Antlop","Construction"
"--","--","--","Rabid+Antlop","Summoning"
"667,932","24,052","35","Rabid+Antlop","Dungeoneering"
"--","--","--","Rabid+Antlop","Div"
"--","--","--","Rabid+Antlop","Inven"
"--","--","--","Rabid+Antlop","Arc"
"750,420","4,694,625","1,018","Madetofly","Overall"
"706,170","375,504","63","Madetofly","Atk"
"550,915","1,135,474","74","Madetofly","Def"
"804,545","249,444","59","Madetofly","Str"
"688,408","666,118","68","Madetofly","Constiution"
"641,763","304,604","61","Madetofly","Range"
"739,304","67,167","45","Madetofly","Prayer"
"835,399","102,451","50","Madetofly","Magic"
"792,730","115,096","51","Madetofly","Cooking"
"1,020,051","39,864","40","Madetofly","WoodCutting"
"--","--","--","Madetofly","Fletching"
"697,912","209,621","57","Madetofly","Fishing"
"949,873","35,286","39","Madetofly","FireMaking"
"496,346","725,232","69","Madetofly","Crafting"
"971,779","30,703","38","Madetofly","Smithing"
"675,566","310,381","61","Madetofly","Mining"
"--","--","--","Madetofly","Herb"
"539,640","178,809","55","Madetofly","Agile"
"844,524","3,993","19","Madetofly","Theiving"
"747,325","11,455","28","Madetofly","Slayer"
"475,949","91,424","48","Madetofly","Farming"
"793,629","12,496","29","Madetofly","RuneCrafting"
"--","--","--","Madetofly","Hunting"
"--","--","--","Madetofly","Construction"
"--","--","--","Madetofly","Summoning"
"657,480","27,024","36","Madetofly","Dungeoneering"
"--","--","--","Madetofly","Div"
"--","--","--","Madetofly","Inven"
"--","--","--","Madetofly","Arc"
"1,008,848","1,325,659","570","Pownspell355","Overall"
"943,305","76,939","47","Pownspell355","Atk"
"800,431","177,215","55","Pownspell355","Def"
"728,307","400,893","63","Pownspell355","Str"
"852,837","210,150","57","Pownspell355","Constiution"
"935,311","19,856","33","Pownspell355","Range"
"883,461","26,722","36","Pownspell355","Prayer"
"971,806","34,338","39","Pownspell355","Magic"
"825,792","93,785","49","Pownspell355","Cooking"
"1,299,246","3,941","18","Pownspell355","WoodCutting"
"--","--","--","Pownspell355","Fletching"
"--","--","--","Pownspell355","Fishing"
"1,231,377","3,029","16","Pownspell355","FireMaking"
"--","--","--","Pownspell355","Crafting"
"941,834","37,827","40","Pownspell355","Smithing"
"726,861","234,292","58","Pownspell355","Mining"
"--","--","--","Pownspell355","Herb"
"902,759","2,485","15","Pownspell355","Agile"
"--","--","--","Pownspell355","Theiving"
"--","--","--","Pownspell355","Slayer"
"--","--","--","Pownspell355","Farming"
"--","--","--","Pownspell355","RuneCrafting"
"--","--","--","Pownspell355","Hunting"
"--","--","--","Pownspell355","Construction"
"--","--","--","Pownspell355","Summoning"
"--","--","--","Pownspell355","Dungeoneering"
"--","--","--","Pownspell355","Div"
"--","--","--","Pownspell355","Inven"
"--","--","--","Pownspell355","Arc"
"771,576","13,387,319","972","Periphery","Overall"
"706,171","375,503","63","Periphery","Atk"
"697,391","374,698","63","Periphery","Def"
"678,664","593,892","67","Periphery","Str"
"647,055","893,246","71","Periphery","Constiution"
"807,329","64,243","45","Periphery","Range"
"508,693","387,605","63","Periphery","Prayer"
"514,006","1,481,281","77","Periphery","Magic"
"274,560","6,555,028","92","Periphery","Cooking"
"782,367","229,828","58","Periphery","WoodCutting"
"--","--","--","Periphery","Fletching"
"425,790","1,259,445","75","Periphery","Fishing"
"666,140","279,316","60","Periphery","FireMaking"
"949,688","18,824","33","Periphery","Crafting"
"1,042,625","19,255","33","Periphery","Smithing"
"865,196","102,587","50","Periphery","Mining"
"--","--","--","Periphery","Herb"
"--","--","--","Periphery","Agile"
"--","--","--","Periphery","Theiving"
"--","--","--","Periphery","Slayer"
"--","--","--","Periphery","Farming"
"344,533","734,468","69","Periphery","RuneCrafting"
"--","--","--","Periphery","Hunting"
"--","--","--","Periphery","Construction"
"584,990","16,936","32","Periphery","Summoning"
"--","--","--","Periphery","Dungeoneering"
"--","--","--","Periphery","Div"
"--","--","--","Periphery","Inven"
"--","--","--","Periphery","Arc"
"1,101,953","404,536","452","Delboykins","Overall"
"943,306","76,937","47","Delboykins","Atk"
"1,029,277","39,388","40","Delboykins","Def"
"958,619","77,204","47","Delboykins","Str"
"1,057,967","53,821","43","Delboykins","Constiution"
"1,014,403","9,031","26","Delboykins","Range"
"--","--","--","Delboykins","Prayer"
"1,216,653","3,618","18","Delboykins","Magic"
"1,035,631","17,626","32","Delboykins","Cooking"
"1,134,203","16,615","32","Delboykins","WoodCutting"
"--","--","--","Delboykins","Fletching"
"862,264","70,174","46","Delboykins","Fishing"
"1,216,014","3,492","17","Delboykins","FireMaking"
"921,215","24,976","36","Delboykins","Crafting"
"--","--","--","Delboykins","Smithing"
"1,214,473","8,048","25","Delboykins","Mining"
"--","--","--","Delboykins","Herb"
"--","--","--","Delboykins","Agile"
"--","--","--","Delboykins","Theiving"
"--","--","--","Delboykins","Slayer"
"--","--","--","Delboykins","Farming"
"--","--","--","Delboykins","RuneCrafting"
"--","--","--","Delboykins","Hunting"
"--","--","--","Delboykins","Construction"
"--","--","--","Delboykins","Summoning"
"--","--","--","Delboykins","Dungeoneering"
"--","--","--","Delboykins","Div"
"--","--","--","Delboykins","Inven"
"--","--","--","Delboykins","Arc"
"779,040","4,108,053","957","joo-0","Overall"
"706,172","375,498","63","joo-0","Atk"
"719,558","313,718","61","joo-0","Def"
"738,644","370,624","63","joo-0","Str"
"777,437","348,921","62","joo-0","Constiution"
"950,353","17,034","32","joo-0","Range"
"973,566","13,474","30","joo-0","Prayer"
"885,366","66,415","45","joo-0","Magic"
"530,540","680,411","69","joo-0","Cooking"
"563,171","1,051,950","73","joo-0","WoodCutting"
"674,153","121,962","51","joo-0","Fletching"
"654,467","278,830","60","joo-0","Fishing"
"723,432","176,312","55","joo-0","FireMaking"
"963,804","16,606","32","joo-0","Crafting"
"1,077,247","15,559","31","joo-0","Smithing"
"749,954","199,918","56","joo-0","Mining"
"--","--","--","joo-0","Herb"
"738,359","22,747","35","joo-0","Agile"
"862,295","2,978","16","joo-0","Theiving"
"782,941","6,636","23","joo-0","Slayer"
"--","--","--","joo-0","Farming"
"835,203","8,097","25","joo-0","RuneCrafting"
"652,556","11,152","28","joo-0","Hunting"
"--","--","--","joo-0","Construction"
"--","--","--","joo-0","Summoning"
"773,289","6,987","23","joo-0","Dungeoneering"
"--","--","--","joo-0","Div"
"--","--","--","joo-0","Inven"
"--","--","--","joo-0","Arc"
"1,376,827","545,890","226","goldcoast7","Overall"
"943,307","76,937","47","goldcoast7","Atk"
"--","--","--","goldcoast7","Def"
"1,130,510","18,258","33","goldcoast7","Str"
"1,132,461","32,845","38","goldcoast7","Constiution"
"--","--","--","goldcoast7","Range"
"--","--","--","goldcoast7","Prayer"
"--","--","--","goldcoast7","Magic"
"--","--","--","goldcoast7","Cooking"
"--","--","--","goldcoast7","WoodCutting"
"--","--","--","goldcoast7","Fletching"
"--","--","--","goldcoast7","Fishing"
"--","--","--","goldcoast7","FireMaking"
"546,392","414,942","64","goldcoast7","Crafting"
"--","--","--","goldcoast7","Smithing"
"--","--","--","goldcoast7","Mining"
"--","--","--","goldcoast7","Herb"
"--","--","--","goldcoast7","Agile"
"--","--","--","goldcoast7","Theiving"
"--","--","--","goldcoast7","Slayer"
"--","--","--","goldcoast7","Farming"
"--","--","--","goldcoast7","RuneCrafting"
"--","--","--","goldcoast7","Hunting"
"--","--","--","goldcoast7","Construction"
"--","--","--","goldcoast7","Summoning"
"--","--","--","goldcoast7","Dungeoneering"
"--","--","--","goldcoast7","Div"
"--","--","--","goldcoast7","Inven"
"--","--","--","goldcoast7","Arc"
"822,038","4,235,339","871","J_oiedevivre","Overall"
"706,173","375,496","63","J_oiedevivre","Atk"
"706,037","346,304","62","J_oiedevivre","Def"
"676,052","609,909","68","J_oiedevivre","Str"
"721,767","520,220","66","J_oiedevivre","Constiution"
"747,572","112,362","51","J_oiedevivre","Range"
"763,573","59,811","44","J_oiedevivre","Prayer"
"729,565","253,636","59","J_oiedevivre","Magic"
"666,526","255,632","59","J_oiedevivre","Cooking"
"577,915","942,616","72","J_oiedevivre","WoodCutting"
"--","--","--","J_oiedevivre","Fletching"
"641,862","298,197","60","J_oiedevivre","Fishing"
"716,419","186,032","56","J_oiedevivre","FireMaking"
"789,905","70,236","46","J_oiedevivre","Crafting"
"863,648","58,616","44","J_oiedevivre","Smithing"
"870,703","100,353","49","J_oiedevivre","Mining"
"--","--","--","J_oiedevivre","Herb"
"--","--","--","J_oiedevivre","Agile"
"--","--","--","J_oiedevivre","Theiving"
"--","--","--","J_oiedevivre","Slayer"
"--","--","--","J_oiedevivre","Farming"
"672,530","41,646","41","J_oiedevivre","RuneCrafting"
"--","--","--","J_oiedevivre","Hunting"
"--","--","--","J_oiedevivre","Construction"
"--","--","--","J_oiedevivre","Summoning"
"813,087","4,273","19","J_oiedevivre","Dungeoneering"
"--","--","--","J_oiedevivre","Div"
"--","--","--","J_oiedevivre","Inven"
"--","--","--","J_oiedevivre","Arc"
"1,101,740","621,585","452","SpaceGoatzz","Overall"
"943,308","76,935","47","SpaceGoatzz","Atk"
"942,072","72,119","46","SpaceGoatzz","Def"
"838,740","184,782","56","SpaceGoatzz","Str"
"947,660","112,864","51","SpaceGoatzz","Constiution"
"1,064,716","5,406","21","SpaceGoatzz","Range"
"1,136,748","4,380","19","SpaceGoatzz","Prayer"
"1,056,149","16,922","32","SpaceGoatzz","Magic"
"1,086,955","10,560","27","SpaceGoatzz","Cooking"
"879,206","109,742","50","SpaceGoatzz","WoodCutting"
"--","--","--","SpaceGoatzz","Fletching"
"--","--","--","SpaceGoatzz","Fishing"
"1,198,604","4,100","19","SpaceGoatzz","FireMaking"
"--","--","--","SpaceGoatzz","Crafting"
"1,192,191","4,895","20","SpaceGoatzz","Smithing"
"1,128,365","16,045","31","SpaceGoatzz","Mining"
"--","--","--","SpaceGoatzz","Herb"
"--","--","--","SpaceGoatzz","Agile"
"--","--","--","SpaceGoatzz","Theiving"
"--","--","--","SpaceGoatzz","Slayer"
"--","--","--","SpaceGoatzz","Farming"
"--","--","--","SpaceGoatzz","RuneCrafting"
"--","--","--","SpaceGoatzz","Hunting"
"--","--","--","SpaceGoatzz","Construction"
"--","--","--","SpaceGoatzz","Summoning"
"--","--","--","SpaceGoatzz","Dungeoneering"
"--","--","--","SpaceGoatzz","Div"
"--","--","--","SpaceGoatzz","Inven"
"--","--","--","SpaceGoatzz","Arc"
"814,446","2,214,976","886","Spitfire885","Overall"
"706,174","375,493","63","Spitfire885","Atk"
"839,836","129,897","52","Spitfire885","Def"
"813,636","227,850","58","Spitfire885","Str"
"823,400","257,888","59","Spitfire885","Constiution"
"780,785","84,907","48","Spitfire885","Range"
"860,692","32,429","38","Spitfire885","Prayer"
"653,731","441,323","64","Spitfire885","Magic"
"1,006,880","22,623","35","Spitfire885","Cooking"
