"Rank","Total XP","Level","Player","Skill"
"413,381","70,896,182","1,881","Jacob+Jakus","Overall"
"292,375","9,894,686","96","Jacob+Jakus","Atk"
"308,130","9,998,176","96","Jacob+Jakus","Def"
"306,809","10,696,241","97","Jacob+Jakus","Str"
"333,809","10,173,273","96","Jacob+Jakus","Constiution"
"585,709","514,654","66","Jacob+Jakus","Range"
"423,551","990,560","72","Jacob+Jakus","Prayer"
"434,181","3,070,698","84","Jacob+Jakus","Magic"
"509,940","765,960","70","Jacob+Jakus","Cooking"
"568,454","1,001,507","73","Jacob+Jakus","WoodCutting"
"781,511","27,747","37","Jacob+Jakus","Fletching"
"219,568","10,446,807","96","Jacob+Jakus","Fishing"
"719,896","177,530","55","Jacob+Jakus","FireMaking"
"349,852","2,249,782","81","Jacob+Jakus","Crafting"
"413,805","1,996,687","80","Jacob+Jakus","Smithing"
"677,535","305,573","61","Jacob+Jakus","Mining"
"503,506","154,438","54","Jacob+Jakus","Herb"
"267,666","3,084,971","84","Jacob+Jakus","Agile"
"576,067","108,436","50","Jacob+Jakus","Theiving"
"445,853","641,163","68","Jacob+Jakus","Slayer"
"420,420","199,740","56","Jacob+Jakus","Farming"
"538,062","131,707","52","Jacob+Jakus","RuneCrafting"
"380,458","587,943","67","Jacob+Jakus","Hunting"
"535,121","103,778","50","Jacob+Jakus","Construction"
"399,456","648,571","68","Jacob+Jakus","Summoning"
"715,594","13,889","30","Jacob+Jakus","Dungeoneering"
"332,345","2,036,836","80","Jacob+Jakus","Div"
"292,078","868,856","40","Jacob+Jakus","Inven"
"386,423","5,973","22","Jacob+Jakus","Arc"
"1,054,600","1,149,290","505","Fum","Overall"
"1,405,624","2,477","15","Fum","Atk"
"792,066","187,203","56","Fum","Def"
"--","--","--","Fum","Str"
"929,101","124,500","52","Fum","Constiution"
"--","--","--","Fum","Range"
"563,600","227,949","58","Fum","Prayer"
"738,400","228,844","58","Fum","Magic"
"619,879","340,549","62","Fum","Cooking"
"--","--","--","Fum","WoodCutting"
"--","--","--","Fum","Fletching"
"--","--","--","Fum","Fishing"
"1,119,704","7,992","25","Fum","FireMaking"
"--","--","--","Fum","Crafting"
"--","--","--","Fum","Smithing"
"--","--","--","Fum","Mining"
"761,862","4,051","19","Fum","Herb"
"--","--","--","Fum","Agile"
"777,852","9,780","27","Fum","Theiving"
"--","--","--","Fum","Slayer"
"--","--","--","Fum","Farming"
"--","--","--","Fum","RuneCrafting"
"--","--","--","Fum","Hunting"
"--","--","--","Fum","Construction"
"--","--","--","Fum","Summoning"
"842,535","2,666","15","Fum","Dungeoneering"
"--","--","--","Fum","Div"
"--","--","--","Fum","Inven"
"--","--","--","Fum","Arc"
"138,861","460,115,500","2,733","Von+Moistus","Overall"
"292,391","9,892,610","96","Von+Moistus","Atk"
"298,712","12,029,041","98","Von+Moistus","Def"
"308,944","10,274,579","96","Von+Moistus","Str"
"308,429","12,943,950","98","Von+Moistus","Constiution"
"279,878","11,109,143","97","Von+Moistus","Range"
"246,307","10,567,394","96","Von+Moistus","Prayer"
"287,878","13,091,363","99","Von+Moistus","Magic"
"57,909","19,292,649","99","Von+Moistus","Cooking"
"48,030","21,427,995","99","Von+Moistus","WoodCutting"
"99,419","14,361,757","99","Von+Moistus","Fletching"
"105,713","18,560,446","99","Von+Moistus","Fishing"
"93,638","16,451,002","99","Von+Moistus","FireMaking"
"51,797","20,472,673","99","Von+Moistus","Crafting"
"154,054","13,783,554","99","Von+Moistus","Smithing"
"41,243","38,639,390","99","Von+Moistus","Mining"
"244,680","11,048,505","97","Von+Moistus","Herb"
"98,910","15,180,128","99","Von+Moistus","Agile"
"57,843","26,116,213","99","Von+Moistus","Theiving"
"203,189","13,271,906","99","Von+Moistus","Slayer"
"80,140","35,517,446","109","Von+Moistus","Farming"
"169,617","10,318,017","96","Von+Moistus","RuneCrafting"
"51,256","22,935,990","99","Von+Moistus","Hunting"
"67,283","16,503,215","99","Von+Moistus","Construction"
"222,778","10,328,276","96","Von+Moistus","Summoning"
"134,512","15,917,102","101","Von+Moistus","Dungeoneering"
"51,111","19,570,379","99","Von+Moistus","Div"
"200,261","16,149,511","81","Von+Moistus","Inven"
"156,741","4,361,266","87","Von+Moistus","Arc"
"1,439,722","32,480","192","MissElisana","Overall"
"1,405,625","2,477","15","MissElisana","Atk"
"1,388,693","2,854","16","MissElisana","Def"
"1,383,466","2,577","15","MissElisana","Str"
"1,501,653","3,967","18","MissElisana","Constiution"
"--","--","--","MissElisana","Range"
"--","--","--","MissElisana","Prayer"
"--","--","--","MissElisana","Magic"
"1,179,589","4,547","20","MissElisana","Cooking"
"--","--","--","MissElisana","WoodCutting"
"--","--","--","MissElisana","Fletching"
"1,102,484","5,235","21","MissElisana","Fishing"
"--","--","--","MissElisana","FireMaking"
"1,080,084","3,639","18","MissElisana","Crafting"
"--","--","--","MissElisana","Smithing"
"--","--","--","MissElisana","Mining"
"--","--","--","MissElisana","Herb"
"--","--","--","MissElisana","Agile"
"--","--","--","MissElisana","Theiving"
"--","--","--","MissElisana","Slayer"
"--","--","--","MissElisana","Farming"
"--","--","--","MissElisana","RuneCrafting"
"--","--","--","MissElisana","Hunting"
"--","--","--","MissElisana","Construction"
"--","--","--","MissElisana","Summoning"
"--","--","--","MissElisana","Dungeoneering"
"--","--","--","MissElisana","Div"
"--","--","--","MissElisana","Inven"
"--","--","--","MissElisana","Arc"
"310,378","105,834,574","2,193","Number1Noob","Overall"
"292,392","9,892,346","96","Number1Noob","Atk"
"309,339","9,811,200","96","Number1Noob","Def"
"306,328","10,757,031","97","Number1Noob","Str"
"302,792","13,272,972","99","Number1Noob","Constiution"
"284,558","10,202,146","96","Number1Noob","Range"
"270,726","9,108,729","95","Number1Noob","Prayer"
"411,594","3,753,293","86","Number1Noob","Magic"
"615,659","349,730","62","Number1Noob","Cooking"
"517,627","1,359,904","76","Number1Noob","WoodCutting"
"471,049","1,015,552","73","Number1Noob","Fletching"
"552,454","513,073","66","Number1Noob","Fishing"
"551,259","610,360","68","Number1Noob","FireMaking"
"273,529","4,417,043","88","Number1Noob","Crafting"
"268,002","6,232,861","91","Number1Noob","Smithing"
"342,932","2,453,940","82","Number1Noob","Mining"
"325,395","2,837,635","83","Number1Noob","Herb"
"344,015","1,452,051","76","Number1Noob","Agile"
"371,070","586,004","67","Number1Noob","Theiving"
"295,274","4,161,077","87","Number1Noob","Slayer"
"408,336","243,382","58","Number1Noob","Farming"
"450,870","259,668","59","Number1Noob","RuneCrafting"
"442,964","301,913","60","Number1Noob","Hunting"
"320,146","1,495,419","77","Number1Noob","Construction"
"330,501","1,530,037","77","Number1Noob","Summoning"
"274,712","3,399,894","85","Number1Noob","Dungeoneering"
"298,462","2,208,417","81","Number1Noob","Div"
"257,955","3,411,572","56","Number1Noob","Inven"
"254,092","197,325","56","Number1Noob","Arc"
"1,195,059","195,369","353","mega_monkey1","Overall"
"1,405,626","2,477","15","mega_monkey1","Atk"
"--","--","--","mega_monkey1","Def"
"1,372,425","2,795","16","mega_monkey1","Str"
"1,482,088","4,329","19","mega_monkey1","Constiution"
"--","--","--","mega_monkey1","Range"
"1,104,109","5,243","21","mega_monkey1","Prayer"
"1,238,304","2,709","15","mega_monkey1","Magic"
"928,066","43,226","41","mega_monkey1","Cooking"
"1,092,140","23,187","35","mega_monkey1","WoodCutting"
"--","--","--","mega_monkey1","Fletching"
"873,019","63,030","45","mega_monkey1","Fishing"
"991,448","23,980","35","mega_monkey1","FireMaking"
"1,085,933","3,308","17","mega_monkey1","Crafting"
"1,203,064","4,087","19","mega_monkey1","Smithing"
"1,189,873","9,537","26","mega_monkey1","Mining"
"--","--","--","mega_monkey1","Herb"
"--","--","--","mega_monkey1","Agile"
"--","--","--","mega_monkey1","Theiving"
"--","--","--","mega_monkey1","Slayer"
"--","--","--","mega_monkey1","Farming"
"--","--","--","mega_monkey1","RuneCrafting"
"--","--","--","mega_monkey1","Hunting"
"--","--","--","mega_monkey1","Construction"
"--","--","--","mega_monkey1","Summoning"
"799,092","4,905","20","mega_monkey1","Dungeoneering"
"--","--","--","mega_monkey1","Div"
"--","--","--","mega_monkey1","Inven"
"--","--","--","mega_monkey1","Arc"
"411,186","53,073,306","1,888","TheOGTrainer","Overall"
"292,393","9,892,185","96","TheOGTrainer","Atk"
"388,198","4,127,505","87","TheOGTrainer","Def"
"417,934","3,645,411","86","TheOGTrainer","Str"
"372,377","7,403,952","93","TheOGTrainer","Constiution"
"347,838","4,851,971","89","TheOGTrainer","Range"
"400,663","1,300,713","75","TheOGTrainer","Prayer"
"370,303","5,879,344","90","TheOGTrainer","Magic"
"419,059","1,450,425","76","TheOGTrainer","Cooking"
"327,875","3,859,924","86","TheOGTrainer","WoodCutting"
"530,791","630,253","68","TheOGTrainer","Fletching"
"561,921","481,862","65","TheOGTrainer","Fishing"
"478,953","1,074,036","73","TheOGTrainer","FireMaking"
"481,888","785,731","70","TheOGTrainer","Crafting"
"496,641","816,730","71","TheOGTrainer","Smithing"
"575,821","512,802","66","TheOGTrainer","Mining"
"427,436","489,332","65","TheOGTrainer","Herb"
"426,346","631,153","68","TheOGTrainer","Agile"
"456,463","254,847","59","TheOGTrainer","Theiving"
"418,992","891,728","71","TheOGTrainer","Slayer"
"535,270","35,994","39","TheOGTrainer","Farming"
"311,078","965,627","72","TheOGTrainer","RuneCrafting"
