"Rank","Total XP","Level","Player","Skill"
"859,207","2,364,503","802","Rodrick45","Overall"
"724,705","327,077","61","Rodrick45","Atk"
"732,562","293,797","60","Rodrick45","Def"
"818,516","216,985","57","Rodrick45","Str"
"827,834","249,433","59","Rodrick45","Constiution"
"855,958","42,794","41","Rodrick45","Range"
"852,789","34,814","39","Rodrick45","Prayer"
"--","--","--","Rodrick45","Magic"
"1,023,825","19,402","33","Rodrick45","Cooking"
"949,155","65,216","45","Rodrick45","WoodCutting"
"804,875","20,190","33","Rodrick45","Fletching"
"--","--","--","Rodrick45","Fishing"
"911,442","47,367","42","Rodrick45","FireMaking"
"--","--","--","Rodrick45","Crafting"
"546,259","545,741","66","Rodrick45","Smithing"
"619,705","412,702","64","Rodrick45","Mining"
"--","--","--","Rodrick45","Herb"
"770,135","16,884","32","Rodrick45","Agile"
"776,024","10,180","27","Rodrick45","Theiving"
"666,471","35,734","39","Rodrick45","Slayer"
"--","--","--","Rodrick45","Farming"
"--","--","--","Rodrick45","RuneCrafting"
"--","--","--","Rodrick45","Hunting"
"--","--","--","Rodrick45","Construction"
"--","--","--","Rodrick45","Summoning"
"695,068","17,845","32","Rodrick45","Dungeoneering"
"--","--","--","Rodrick45","Div"
"--","--","--","Rodrick45","Inven"
"--","--","--","Rodrick45","Arc"
"233,828","191,503,346","2,430","Scenn","Overall"
"424,379","2,756,758","83","Scenn","Atk"
"350,114","5,944,247","91","Scenn","Def"
"468,752","2,470,147","82","Scenn","Str"
"382,067","6,873,854","92","Scenn","Constiution"
"311,293","7,111,288","92","Scenn","Range"
"263,945","9,367,476","95","Scenn","Prayer"
"393,162","4,624,002","88","Scenn","Magic"
"156,597","13,759,308","99","Scenn","Cooking"
"173,168","13,526,120","99","Scenn","WoodCutting"
"328,755","3,359,889","85","Scenn","Fletching"
"91,595","20,633,393","99","Scenn","Fishing"
"144,075","14,197,849","99","Scenn","FireMaking"
"174,937","13,238,996","99","Scenn","Crafting"
"300,627","4,079,383","87","Scenn","Smithing"
"304,287","3,502,485","85","Scenn","Mining"
"152,356","15,044,624","100","Scenn","Herb"
"283,124","2,588,517","82","Scenn","Agile"
