"Rank","Total XP","Level","Player","Skill"
"369,673","54,816,905","2,015","MrBeery","Overall"
"490,912","1,952,172","79","MrBeery","Atk"
"506,177","1,538,799","77","MrBeery","Def"
"534,678","1,624,673","77","MrBeery","Str"
"532,106","2,052,219","80","MrBeery","Constiution"
"453,076","1,783,381","78","MrBeery","Range"
"462,808","746,514","70","MrBeery","Prayer"
"436,521","3,014,319","84","MrBeery","Magic"
"260,371","8,450,449","94","MrBeery","Cooking"
"155,708","13,814,553","99","MrBeery","WoodCutting"
"376,412","2,210,505","81","MrBeery","Fletching"
"353,469","2,147,651","80","MrBeery","Fishing"
"390,501","2,221,106","81","MrBeery","FireMaking"
"393,412","2,004,052","80","MrBeery","Crafting"
"376,248","2,163,060","80","MrBeery","Smithing"
"507,442","798,872","70","MrBeery","Mining"
"417,332","607,501","68","MrBeery","Herb"
"326,014","1,716,170","78","MrBeery","Agile"
"358,317","657,951","68","MrBeery","Theiving"
"432,328","766,736","70","MrBeery","Slayer"
"344,275","612,302","68","MrBeery","Farming"
"409,689","360,535","62","MrBeery","RuneCrafting"
"333,402","991,259","72","MrBeery","Hunting"
"430,713","452,865","65","MrBeery","Construction"
"385,128","776,288","70","MrBeery","Summoning"
"518,135","141,045","53","MrBeery","Dungeoneering"
"377,212","985,622","72","MrBeery","Div"
"--","--","--","MrBeery","Inven"
"249,622","226,306","58","MrBeery","Arc"
"101,501","504,752,143","2,808","Snardosnarf","Overall"
"171,999","15,173,643","99","Snardosnarf","Atk"
"137,403","21,557,745","99","Snardosnarf","Def"
"177,572","15,173,712","99","Snardosnarf","Str"
"187,031","25,181,394","99","Snardosnarf","Constiution"
"173,459","16,397,914","99","Snardosnarf","Range"
"145,688","13,995,410","99","Snardosnarf","Prayer"
"169,279","17,042,095","99","Snardosnarf","Magic"
"202,658","13,224,182","99","Snardosnarf","Cooking"
"195,455","13,256,845","99","Snardosnarf","WoodCutting"
"155,162","13,428,935","99","Snardosnarf","Fletching"
"165,687","14,008,325","99","Snardosnarf","Fishing"
"175,061","13,592,674","99","Snardosnarf","FireMaking"
"156,734","13,505,634","99","Snardosnarf","Crafting"
"135,018","14,174,483","99","Snardosnarf","Smithing"
"180,058","13,607,600","99","Snardosnarf","Mining"
"81,384","33,223,975","108","Snardosnarf","Herb"
"153,992","13,400,765","99","Snardosnarf","Agile"
"162,554","13,285,097","99","Snardosnarf","Theiving"
"91,033","38,834,266","110","Snardosnarf","Slayer"
"99,062","24,362,326","105","Snardosnarf","Farming"
"130,275","13,274,917","99","Snardosnarf","RuneCrafting"
"140,436","13,447,194","99","Snardosnarf","Hunting"
"135,355","13,434,116","99","Snardosnarf","Construction"
"135,040","13,641,929","99","Snardosnarf","Summoning"
"130,149","16,585,110","101","Snardosnarf","Dungeoneering"
"156,309","13,167,254","99","Snardosnarf","Div"
"135,387","50,237,533","106","Snardosnarf","Inven"
"111,981","14,537,070","100","Snardosnarf","Arc"
"--","--","--","Yogan","Overall"
"--","--","--","Yogan","Atk"
"--","--","--","Yogan","Def"
"--","--","--","Yogan","Str"
"--","--","--","Yogan","Constiution"
"--","--","--","Yogan","Range"
"--","--","--","Yogan","Prayer"
"--","--","--","Yogan","Magic"
"--","--","--","Yogan","Cooking"
"--","--","--","Yogan","WoodCutting"
"--","--","--","Yogan","Fletching"
"--","--","--","Yogan","Fishing"
"--","--","--","Yogan","FireMaking"
"--","--","--","Yogan","Crafting"
"--","--","--","Yogan","Smithing"
"--","--","--","Yogan","Mining"
"--","--","--","Yogan","Herb"
"--","--","--","Yogan","Agile"
"--","--","--","Yogan","Theiving"
"--","--","--","Yogan","Slayer"
"--","--","--","Yogan","Farming"
"--","--","--","Yogan","RuneCrafting"
"--","--","--","Yogan","Hunting"
"--","--","--","Yogan","Construction"
"--","--","--","Yogan","Summoning"
"--","--","--","Yogan","Dungeoneering"
"--","--","--","Yogan","Div"
"--","--","--","Yogan","Inven"
"--","--","--","Yogan","Arc"
"142,873","408,829,525","2,722","KolMeKrull","Overall"
"172,000","15,173,585","99","KolMeKrull","Atk"
"138,945","21,294,430","99","KolMeKrull","Def"
"176,402","15,233,036","99","KolMeKrull","Str"
"178,996","26,446,925","99","KolMeKrull","Constiution"
"161,692","17,533,671","99","KolMeKrull","Range"
"147,491","13,959,707","99","KolMeKrull","Prayer"
"202,390","14,914,044","99","KolMeKrull","Magic"
"218,703","13,124,011","99","KolMeKrull","Cooking"
"244,440","8,974,941","95","KolMeKrull","WoodCutting"
"150,968","13,467,638","99","KolMeKrull","Fletching"
"141,026","15,264,483","99","KolMeKrull","Fishing"
"208,867","13,239,742","99","KolMeKrull","FireMaking"
"188,841","13,108,664","99","KolMeKrull","Crafting"
"148,872","13,879,671","99","KolMeKrull","Smithing"
"163,421","14,115,388","99","KolMeKrull","Mining"
"167,587","14,333,216","99","KolMeKrull","Herb"
"103,944","14,924,034","99","KolMeKrull","Agile"
"122,601","14,462,252","99","KolMeKrull","Theiving"
"167,861","15,503,524","100","KolMeKrull","Slayer"
"86,534","30,653,091","107","KolMeKrull","Farming"
"246,877","2,204,272","81","KolMeKrull","RuneCrafting"
"123,561","13,869,787","99","KolMeKrull","Hunting"
"214,510","5,160,907","89","KolMeKrull","Construction"
"108,368","14,102,841","99","KolMeKrull","Summoning"
"218,628","6,277,807","91","KolMeKrull","Dungeoneering"
"107,383","14,229,008","99","KolMeKrull","Div"
"174,371","30,386,176","95","KolMeKrull","Inven"
"165,709","2,992,674","84","KolMeKrull","Arc"
"597,146","12,843,165","1,378","Robrap","Overall"
"490,913","1,951,989","79","Robrap","Atk"
"520,674","1,346,759","76","Robrap","Def"
"508,016","2,002,829","80","Robrap","Str"
"549,957","1,790,365","78","Robrap","Constiution"
"700,995","166,845","55","Robrap","Range"
"659,567","112,677","51","Robrap","Prayer"
"679,642","351,219","62","Robrap","Magic"
"564,795","511,265","66","Robrap","Cooking"
"688,394","434,021","64","Robrap","WoodCutting"
"712,951","79,142","47","Robrap","Fletching"
"416,174","1,361,552","76","Robrap","Fishing"
"830,887","97,483","49","Robrap","FireMaking"
"725,089","110,708","50","Robrap","Crafting"
"533,531","623,344","68","Robrap","Smithing"
"460,490","1,117,780","74","Robrap","Mining"
"701,800","10,124","27","Robrap","Herb"
"659,459","46,358","42","Robrap","Agile"
"588,645","97,448","49","Robrap","Theiving"
"492,272","357,436","62","Robrap","Slayer"
"610,416","10,938","28","Robrap","Farming"
"757,383","17,398","32","Robrap","RuneCrafting"
"489,356","169,432","55","Robrap","Hunting"
"630,531","22,987","35","Robrap","Construction"
"592,735","14,239","30","Robrap","Summoning"
"626,369","38,827","40","Robrap","Dungeoneering"
"--","--","--","Robrap","Div"
"--","--","--","Robrap","Inven"
"--","--","--","Robrap","Arc"
"155,031","497,399,996","2,686","weedybird","Overall"
"172,002","15,173,459","99","weedybird","Atk"
"87,699","39,112,702","99","weedybird","Def"
"177,858","15,160,263","99","weedybird","Str"
"147,176","32,861,957","99","weedybird","Constiution"
"135,986","21,103,993","99","weedybird","Range"
"74,602","16,661,665","99","weedybird","Prayer"
"204,910","14,806,315","99","weedybird","Magic"
"109,551","14,974,405","99","weedybird","Cooking"
"132,976","14,346,780","99","weedybird","WoodCutting"
"81,266","14,919,344","99","weedybird","Fletching"
"85,936","21,647,494","99","weedybird","Fishing"
"105,222","15,675,188","99","weedybird","FireMaking"
"121,360","14,391,278","99","weedybird","Crafting"
"99,632","15,416,906","99","weedybird","Smithing"
"113,823","17,122,025","99","weedybird","Mining"
"135,811","16,301,334","101","weedybird","Herb"
"92,843","15,523,568","99","weedybird","Agile"
"89,693","17,038,374","99","weedybird","Theiving"
"115,804","26,119,508","106","weedybird","Slayer"
"132,333","16,421,314","101","weedybird","Farming"
"109,951","13,544,207","99","weedybird","RuneCrafting"
"97,414","15,090,984","99","weedybird","Hunting"
"99,707","14,409,407","99","weedybird","Construction"
"79,084","15,039,904","99","weedybird","Summoning"
"143,277","14,831,400","100","weedybird","Dungeoneering"
"129,320","13,576,477","99","weedybird","Div"
"167,793","36,129,745","99","weedybird","Inven"
"--","--","--","weedybird","Arc"
"707,789","10,330,906","1,110","Gaviee","Overall"
"490,914","1,951,961","79","Gaviee","Atk"
"499,946","1,653,977","78","Gaviee","Def"
"465,991","2,513,322","82","Gaviee","Str"
"528,347","2,108,012","80","Gaviee","Constiution"
"643,837","298,101","60","Gaviee","Range"
"711,493","78,582","47","Gaviee","Prayer"
"687,964","330,987","61","Gaviee","Magic"
"744,162","153,741","54","Gaviee","Cooking"
"655,011","540,623","66","Gaviee","WoodCutting"
"659,118","142,676","53","Gaviee","Fletching"
"750,228","152,972","54","Gaviee","Fishing"
"910,985","47,410","42","Gaviee","FireMaking"
"813,037","58,526","44","Gaviee","Crafting"
"837,119","69,062","46","Gaviee","Smithing"
"867,562","101,537","50","Gaviee","Mining"
