"Rank","Total XP","Level","Player","Skill"
"1,186,329","820,464","362","lneff64","Overall"
"995,026","49,354","42","lneff64","Atk"
"1,069,956","31,905","38","lneff64","Def"
"1,078,533","27,573","37","lneff64","Str"
"1,116,929","35,927","39","lneff64","Constiution"
"--","--","--","lneff64","Range"
"--","--","--","lneff64","Prayer"
"--","--","--","lneff64","Magic"
"--","--","--","lneff64","Cooking"
"704,587","389,807","63","lneff64","WoodCutting"
"--","--","--","lneff64","Fletching"
"--","--","--","lneff64","Fishing"
"--","--","--","lneff64","FireMaking"
"--","--","--","lneff64","Crafting"
"--","--","--","lneff64","Smithing"
"702,305","277,527","60","lneff64","Mining"
"--","--","--","lneff64","Herb"
"--","--","--","lneff64","Agile"
"--","--","--","lneff64","Theiving"
"--","--","--","lneff64","Slayer"
"--","--","--","lneff64","Farming"
"--","--","--","lneff64","RuneCrafting"
"--","--","--","lneff64","Hunting"
"--","--","--","lneff64","Construction"
"--","--","--","lneff64","Summoning"
"--","--","--","lneff64","Dungeoneering"
"--","--","--","lneff64","Div"
"--","--","--","lneff64","Inven"
"--","--","--","lneff64","Arc"
"622,247","5,484,554","1,314","Runeking6573","Overall"
"649,040","738,327","70","Runeking6573","Atk"
"673,471","470,896","65","Runeking6573","Def"
"729,585","392,564","63","Runeking6573","Str"
"723,744","508,465","66","Runeking6573","Constiution"
"755,836","105,610","50","Runeking6573","Range"
"669,128","105,551","50","Runeking6573","Prayer"
"743,443","218,615","57","Runeking6573","Magic"
"710,365","187,452","56","Runeking6573","Cooking"
"800,555","196,989","56","Runeking6573","WoodCutting"
"622,417","219,798","57","Runeking6573","Fletching"
"808,750","106,824","50","Runeking6573","Fishing"
"809,364","104,562","50","Runeking6573","FireMaking"
"745,663","98,232","49","Runeking6573","Crafting"
"606,920","320,366","61","Runeking6573","Smithing"
"746,261","203,427","57","Runeking6573","Mining"
"685,279","12,441","29","Runeking6573","Herb"
"717,827","26,667","36","Runeking6573","Agile"
"581,632","104,051","50","Runeking6573","Theiving"
"696,015","23,291","35","Runeking6573","Slayer"
"614,331","10,183","27","Runeking6573","Farming"
"310,845","970,455","72","Runeking6573","RuneCrafting"
"569,019","51,182","43","Runeking6573","Hunting"
"618,201","27,609","37","Runeking6573","Construction"
"518,959","67,350","45","Runeking6573","Summoning"
"490,114","208,059","57","Runeking6573","Dungeoneering"
"587,563","5,247","21","Runeking6573","Div"
"--","--","--","Runeking6573","Inven"
"--","--","--","Runeking6573","Arc"
"1,341,942","153,463","245","SONZ5","Overall"
"995,027","49,353","42","SONZ5","Atk"
"1,034,199","38,402","40","SONZ5","Def"
"1,188,380","13,380","30","SONZ5","Str"
"1,120,416","35,075","39","SONZ5","Constiution"
"--","--","--","SONZ5","Range"
"--","--","--","SONZ5","Prayer"
"--","--","--","SONZ5","Magic"
"1,149,024","5,839","22","SONZ5","Cooking"
"--","--","--","SONZ5","WoodCutting"
"--","--","--","SONZ5","Fletching"
"1,072,393","7,840","24","SONZ5","Fishing"
"--","--","--","SONZ5","FireMaking"
"--","--","--","SONZ5","Crafting"
"--","--","--","SONZ5","Smithing"
"--","--","--","SONZ5","Mining"
"--","--","--","SONZ5","Herb"
"--","--","--","SONZ5","Agile"
"--","--","--","SONZ5","Theiving"
"--","--","--","SONZ5","Slayer"
"--","--","--","SONZ5","Farming"
"--","--","--","SONZ5","RuneCrafting"
"--","--","--","SONZ5","Hunting"
"--","--","--","SONZ5","Construction"
"--","--","--","SONZ5","Summoning"
"--","--","--","SONZ5","Dungeoneering"
"--","--","--","SONZ5","Div"
"--","--","--","SONZ5","Inven"
"--","--","--","SONZ5","Arc"
"646,627","11,939,617","1,253","ShadMe","Overall"
"649,041","738,327","70","ShadMe","Atk"
"815,729","154,745","54","ShadMe","Def"
"760,618","314,524","61","ShadMe","Str"
"787,930","323,720","61","ShadMe","Constiution"
"823,518","54,954","43","ShadMe","Range"
"686,849","93,610","49","ShadMe","Prayer"
"699,281","304,174","61","ShadMe","Magic"
"1,018,783","20,059","33","ShadMe","Cooking"
"932,217","73,458","46","ShadMe","WoodCutting"
"555,088","473,275","65","ShadMe","Fletching"
"822,824","99,183","49","ShadMe","Fishing"
"839,527","90,142","48","ShadMe","FireMaking"
"511,112","585,150","67","ShadMe","Crafting"
"320,476","3,216,610","84","ShadMe","Smithing"
"294,900","3,836,154","86","ShadMe","Mining"
"643,275","22,596","35","ShadMe","Herb"
"853,731","5,486","21","ShadMe","Agile"
"786,579","8,911","26","ShadMe","Theiving"
"667,482","34,854","39","ShadMe","Slayer"
"--","--","--","ShadMe","Farming"
"902,590","4,099","19","ShadMe","RuneCrafting"
"484,431","178,402","55","ShadMe","Hunting"
"652,671","15,507","31","ShadMe","Construction"
"674,886","2,770","16","ShadMe","Summoning"
"533,602","116,178","51","ShadMe","Dungeoneering"
"372,253","1,171,951","74","ShadMe","Div"
"--","--","--","ShadMe","Inven"
"--","--","--","ShadMe","Arc"
"880,444","1,028,025","764","1Dragonbane","Overall"
"995,028","49,351","42","1Dragonbane","Atk"
