"Rank","Total XP","Level","Player","Skill"
"1,178,486","327,898","372","4rush2132","Overall"
"1,213,830","13,114","29","4rush2132","Atk"
"1,203,035","11,414","28","4rush2132","Def"
"1,200,107","12,123","29","4rush2132","Str"
"1,279,116","13,175","29","4rush2132","Constiution"
"--","--","--","4rush2132","Range"
"--","--","--","4rush2132","Prayer"
"--","--","--","4rush2132","Magic"
"866,704","68,540","46","4rush2132","Cooking"
"1,281,558","4,575","20","4rush2132","WoodCutting"
"--","--","--","4rush2132","Fletching"
"787,982","123,370","51","4rush2132","Fishing"
"1,134,210","7,220","24","4rush2132","FireMaking"
"--","--","--","4rush2132","Crafting"
"1,015,549","23,154","35","4rush2132","Smithing"
"977,226","47,907","42","4rush2132","Mining"
"--","--","--","4rush2132","Herb"
"--","--","--","4rush2132","Agile"
"--","--","--","4rush2132","Theiving"
"--","--","--","4rush2132","Slayer"
"--","--","--","4rush2132","Farming"
"--","--","--","4rush2132","RuneCrafting"
"--","--","--","4rush2132","Hunting"
"--","--","--","4rush2132","Construction"
"--","--","--","4rush2132","Summoning"
"--","--","--","4rush2132","Dungeoneering"
"--","--","--","4rush2132","Div"
"--","--","--","4rush2132","Inven"
"--","--","--","4rush2132","Arc"
"896,391","832,207","740","Sharpsansha","Overall"
"937,167","83,034","48","Sharpsansha","Atk"
"913,043","101,356","50","Sharpsansha","Def"
"971,774","68,400","46","Sharpsansha","Str"
"997,376","81,721","47","Sharpsansha","Constiution"
"1,022,456","8,291","25","Sharpsansha","Range"
"985,951","12,198","29","Sharpsansha","Prayer"
"1,161,245","6,354","23","Sharpsansha","Magic"
"1,010,061","22,039","34","Sharpsansha","Cooking"
"832,540","156,646","54","Sharpsansha","WoodCutting"
"--","--","--","Sharpsansha","Fletching"
"1,014,186","15,904","31","Sharpsansha","Fishing"
"854,558","78,873","47","Sharpsansha","FireMaking"
"958,383","17,405","32","Sharpsansha","Crafting"
"1,079,659","15,380","31","Sharpsansha","Smithing"
"1,146,202","14,251","30","Sharpsansha","Mining"
"--","--","--","Sharpsansha","Herb"
"795,157","13,444","30","Sharpsansha","Agile"
"722,690","17,745","32","Sharpsansha","Theiving"
"--","--","--","Sharpsansha","Slayer"
"--","--","--","Sharpsansha","Farming"
"596,376","101,524","50","Sharpsansha","RuneCrafting"
"669,020","8,019","25","Sharpsansha","Hunting"
"--","--","--","Sharpsansha","Construction"
"--","--","--","Sharpsansha","Summoning"
"--","--","--","Sharpsansha","Dungeoneering"
"--","--","--","Sharpsansha","Div"
"--","--","--","Sharpsansha","Inven"
"--","--","--","Sharpsansha","Arc"
"1,406,258","70,924","211","Loudlysaw325","Overall"
"1,213,831","13,114","29","Loudlysaw325","Atk"
"1,235,843","8,300","25","Loudlysaw325","Def"
"1,142,869","16,590","32","Loudlysaw325","Str"
"1,273,366","13,632","30","Loudlysaw325","Constiution"
"--","--","--","Loudlysaw325","Range"
"--","--","--","Loudlysaw325","Prayer"
"--","--","--","Loudlysaw325","Magic"
"1,231,800","3,130","17","Loudlysaw325","Cooking"
"--","--","--","Loudlysaw325","WoodCutting"
"--","--","--","Loudlysaw325","Fletching"
"--","--","--","Loudlysaw325","Fishing"
"--","--","--","Loudlysaw325","FireMaking"
"--","--","--","Loudlysaw325","Crafting"
"--","--","--","Loudlysaw325","Smithing"
"1,164,916","12,320","29","Loudlysaw325","Mining"
"--","--","--","Loudlysaw325","Herb"
"--","--","--","Loudlysaw325","Agile"
"--","--","--","Loudlysaw325","Theiving"
"--","--","--","Loudlysaw325","Slayer"
"--","--","--","Loudlysaw325","Farming"
"--","--","--","Loudlysaw325","RuneCrafting"
"--","--","--","Loudlysaw325","Hunting"
"--","--","--","Loudlysaw325","Construction"
"--","--","--","Loudlysaw325","Summoning"
"--","--","--","Loudlysaw325","Dungeoneering"
"--","--","--","Loudlysaw325","Div"
