"Rank","Total XP","Level","Player","Skill"
"1,505,115","22,245","161","diceyXO","Overall"
"1,387,907","2,714","15","diceyXO","Atk"
"1,355,893","3,547","18","diceyXO","Def"
"1,377,330","2,580","15","diceyXO","Str"
"1,481,006","4,208","19","diceyXO","Constiution"
"--","--","--","diceyXO","Range"
"--","--","--","diceyXO","Prayer"
"--","--","--","diceyXO","Magic"
"--","--","--","diceyXO","Cooking"
"--","--","--","diceyXO","WoodCutting"
"--","--","--","diceyXO","Fletching"
"--","--","--","diceyXO","Fishing"
"--","--","--","diceyXO","FireMaking"
"--","--","--","diceyXO","Crafting"
"--","--","--","diceyXO","Smithing"
"--","--","--","diceyXO","Mining"
"--","--","--","diceyXO","Herb"
"--","--","--","diceyXO","Agile"
"--","--","--","diceyXO","Theiving"
"--","--","--","diceyXO","Slayer"
"--","--","--","diceyXO","Farming"
"--","--","--","diceyXO","RuneCrafting"
"--","--","--","diceyXO","Hunting"
"--","--","--","diceyXO","Construction"
"--","--","--","diceyXO","Summoning"
"--","--","--","diceyXO","Dungeoneering"
"--","--","--","diceyXO","Div"
"--","--","--","diceyXO","Inven"
"--","--","--","diceyXO","Arc"
"1,118,335","230,563","425","Desmajuank","Overall"
"1,164,902","14,963","31","Desmajuank","Atk"
"1,084,369","24,810","35","Desmajuank","Def"
"1,151,316","14,969","31","Desmajuank","Str"
"1,160,436","25,592","36","Desmajuank","Constiution"
"979,333","13,366","30","Desmajuank","Range"
"1,151,818","3,754","18","Desmajuank","Prayer"
"1,006,239","23,692","35","Desmajuank","Magic"
"970,212","29,632","37","Desmajuank","Cooking"
"1,134,462","15,571","31","Desmajuank","WoodCutting"
"--","--","--","Desmajuank","Fletching"
"1,009,045","15,490","31","Desmajuank","Fishing"
"999,887","21,912","34","Desmajuank","FireMaking"
"--","--","--","Desmajuank","Crafting"
"1,042,645","18,423","33","Desmajuank","Smithing"
"1,206,220","8,005","25","Desmajuank","Mining"
"--","--","--","Desmajuank","Herb"
"--","--","--","Desmajuank","Agile"
"--","--","--","Desmajuank","Theiving"
"--","--","--","Desmajuank","Slayer"
"--","--","--","Desmajuank","Farming"
"--","--","--","Desmajuank","RuneCrafting"
"--","--","--","Desmajuank","Hunting"
"--","--","--","Desmajuank","Construction"
"--","--","--","Desmajuank","Summoning"
"--","--","--","Desmajuank","Dungeoneering"
"--","--","--","Desmajuank","Div"
"--","--","--","Desmajuank","Inven"
"--","--","--","Desmajuank","Arc"
"1,361,487","501,434","228","goodluckNito","Overall"
"1,387,908","2,714","15","goodluckNito","Atk"
"1,319,143","4,538","20","goodluckNito","Def"
"1,328,863","3,904","18","goodluckNito","Str"
"1,458,108","4,682","20","goodluckNito","Constiution"
"--","--","--","goodluckNito","Range"
"--","--","--","goodluckNito","Prayer"
"--","--","--","goodluckNito","Magic"
"--","--","--","goodluckNito","Cooking"
"--","--","--","goodluckNito","WoodCutting"
"--","--","--","goodluckNito","Fletching"
"--","--","--","goodluckNito","Fishing"
"--","--","--","goodluckNito","FireMaking"
"806,221","59,658","44","goodluckNito","Crafting"
"--","--","--","goodluckNito","Smithing"
"612,251","422,315","64","goodluckNito","Mining"
"--","--","--","goodluckNito","Herb"
"--","--","--","goodluckNito","Agile"
"--","--","--","goodluckNito","Theiving"
"--","--","--","goodluckNito","Slayer"
"--","--","--","goodluckNito","Farming"
"--","--","--","goodluckNito","RuneCrafting"
"--","--","--","goodluckNito","Hunting"
"--","--","--","goodluckNito","Construction"
"--","--","--","goodluckNito","Summoning"
"--","--","--","goodluckNito","Dungeoneering"
"--","--","--","goodluckNito","Div"
"--","--","--","goodluckNito","Inven"
"--","--","--","goodluckNito","Arc"
"1,058,201","9,684,137","495","Lagerfield14","Overall"
"1,164,903","14,963","31","Lagerfield14","Atk"
"1,177,748","13,391","30","Lagerfield14","Def"
"1,182,508","13,377","30","Lagerfield14","Str"
"1,248,073","14,811","30","Lagerfield14","Constiution"
"--","--","--","Lagerfield14","Range"
"858,206","31,454","38","Lagerfield14","Prayer"
"--","--","--","Lagerfield14","Magic"
"481,388","887,600","71","Lagerfield14","Cooking"
"1,022,411","37,442","40","Lagerfield14","WoodCutting"
"--","--","--","Lagerfield14","Fletching"
"231,467","8,193,285","94","Lagerfield14","Fishing"
"--","--","--","Lagerfield14","FireMaking"
"--","--","--","Lagerfield14","Crafting"
"1,185,643","4,777","20","Lagerfield14","Smithing"
"591,553","468,696","65","Lagerfield14","Mining"
"--","--","--","Lagerfield14","Herb"
"--","--","--","Lagerfield14","Agile"
"--","--","--","Lagerfield14","Theiving"
"--","--","--","Lagerfield14","Slayer"
"--","--","--","Lagerfield14","Farming"
"937,026","2,520","15","Lagerfield14","RuneCrafting"
"--","--","--","Lagerfield14","Hunting"
"--","--","--","Lagerfield14","Construction"
"--","--","--","Lagerfield14","Summoning"
"--","--","--","Lagerfield14","Dungeoneering"
"--","--","--","Lagerfield14","Div"
"--","--","--","Lagerfield14","Inven"
"--","--","--","Lagerfield14","Arc"
"--","--","--","MangoM14","Overall"
"--","--","--","MangoM14","Atk"
"--","--","--","MangoM14","Def"
"--","--","--","MangoM14","Str"
"--","--","--","MangoM14","Constiution"
"--","--","--","MangoM14","Range"
"--","--","--","MangoM14","Prayer"
"--","--","--","MangoM14","Magic"
"--","--","--","MangoM14","Cooking"
"--","--","--","MangoM14","WoodCutting"
"--","--","--","MangoM14","Fletching"
"--","--","--","MangoM14","Fishing"
"--","--","--","MangoM14","FireMaking"
"--","--","--","MangoM14","Crafting"
"--","--","--","MangoM14","Smithing"
"--","--","--","MangoM14","Mining"
"--","--","--","MangoM14","Herb"
"--","--","--","MangoM14","Agile"
"--","--","--","MangoM14","Theiving"
"--","--","--","MangoM14","Slayer"
"--","--","--","MangoM14","Farming"
"--","--","--","MangoM14","RuneCrafting"
"--","--","--","MangoM14","Hunting"
"--","--","--","MangoM14","Construction"
"--","--","--","MangoM14","Summoning"
"--","--","--","MangoM14","Dungeoneering"
"--","--","--","MangoM14","Div"
"--","--","--","MangoM14","Inven"
"--","--","--","MangoM14","Arc"
"1,198,573","206,815","345","SkeleIsTrash","Overall"
"1,164,904","14,963","31","SkeleIsTrash","Atk"
"--","--","--","SkeleIsTrash","Def"
"1,152,262","14,913","31","SkeleIsTrash","Str"
"1,576,163","2,931","16","SkeleIsTrash","Constiution"
"--","--","--","SkeleIsTrash","Range"
"--","--","--","SkeleIsTrash","Prayer"
"--","--","--","SkeleIsTrash","Magic"
"1,124,600","6,865","23","SkeleIsTrash","Cooking"
"--","--","--","SkeleIsTrash","WoodCutting"
"--","--","--","SkeleIsTrash","Fletching"
"1,153,037","2,650","15","SkeleIsTrash","Fishing"
"--","--","--","SkeleIsTrash","FireMaking"
"--","--","--","SkeleIsTrash","Crafting"
"936,528","37,691","40","SkeleIsTrash","Smithing"
"893,856","80,813","47","SkeleIsTrash","Mining"
"--","--","--","SkeleIsTrash","Herb"
"805,071","10,332","27","SkeleIsTrash","Agile"
"--","--","--","SkeleIsTrash","Theiving"
"--","--","--","SkeleIsTrash","Slayer"
"577,416","17,332","32","SkeleIsTrash","Farming"
"--","--","--","SkeleIsTrash","RuneCrafting"
"--","--","--","SkeleIsTrash","Hunting"
"--","--","--","SkeleIsTrash","Construction"
"--","--","--","SkeleIsTrash","Summoning"
"--","--","--","SkeleIsTrash","Dungeoneering"
"547,167","13,371","30","SkeleIsTrash","Div"
"--","--","--","SkeleIsTrash","Inven"
"--","--","--","SkeleIsTrash","Arc"
"1,691,416","13,237","107","npsmbznf2jh","Overall"
"1,387,909","2,714","15","npsmbznf2jh","Atk"
"--","--","--","npsmbznf2jh","Def"
"--","--","--","npsmbznf2jh","Str"
"1,533,093","3,390","17","npsmbznf2jh","Constiution"
"--","--","--","npsmbznf2jh","Range"
"--","--","--","npsmbznf2jh","Prayer"
"--","--","--","npsmbznf2jh","Magic"
"--","--","--","npsmbznf2jh","Cooking"
"--","--","--","npsmbznf2jh","WoodCutting"
"--","--","--","npsmbznf2jh","Fletching"
"--","--","--","npsmbznf2jh","Fishing"
"--","--","--","npsmbznf2jh","FireMaking"
"--","--","--","npsmbznf2jh","Crafting"
"--","--","--","npsmbznf2jh","Smithing"
"--","--","--","npsmbznf2jh","Mining"
"--","--","--","npsmbznf2jh","Herb"
"--","--","--","npsmbznf2jh","Agile"
"--","--","--","npsmbznf2jh","Theiving"
"--","--","--","npsmbznf2jh","Slayer"
"--","--","--","npsmbznf2jh","Farming"
"--","--","--","npsmbznf2jh","RuneCrafting"
"--","--","--","npsmbznf2jh","Hunting"
"--","--","--","npsmbznf2jh","Construction"
"--","--","--","npsmbznf2jh","Summoning"
"--","--","--","npsmbznf2jh","Dungeoneering"
"--","--","--","npsmbznf2jh","Div"
"--","--","--","npsmbznf2jh","Inven"
"--","--","--","npsmbznf2jh","Arc"
"1,242,326","114,381","309","Syssaene","Overall"
"1,164,905","14,963","31","Syssaene","Atk"
"1,136,810","15,686","31","Syssaene","Def"
"1,123,553","18,167","32","Syssaene","Str"
"1,215,271","17,991","32","Syssaene","Constiution"
"--","--","--","Syssaene","Range"
"1,073,001","6,272","22","Syssaene","Prayer"
"1,204,993","3,680","18","Syssaene","Magic"
"1,088,965","9,628","26","Syssaene","Cooking"
"1,170,146","11,485","28","Syssaene","WoodCutting"
"--","--","--","Syssaene","Fletching"
"--","--","--","Syssaene","Fishing"
"1,083,345","10,940","28","Syssaene","FireMaking"
"--","--","--","Syssaene","Crafting"
"--","--","--","Syssaene","Smithing"
"--","--","--","Syssaene","Mining"
"--","--","--","Syssaene","Herb"
"--","--","--","Syssaene","Agile"
"--","--","--","Syssaene","Theiving"
"--","--","--","Syssaene","Slayer"
"--","--","--","Syssaene","Farming"
"--","--","--","Syssaene","RuneCrafting"
"--","--","--","Syssaene","Hunting"
"--","--","--","Syssaene","Construction"
"--","--","--","Syssaene","Summoning"
"--","--","--","Syssaene","Dungeoneering"
"--","--","--","Syssaene","Div"
"--","--","--","Syssaene","Inven"
"--","--","--","Syssaene","Arc"
"1,626,588","17,016","122","AHRIMEN+PRO","Overall"
"1,387,910","2,714","15","AHRIMEN+PRO","Atk"
"1,389,573","2,714","15","AHRIMEN+PRO","Def"
"1,370,730","2,714","15","AHRIMEN+PRO","Str"
"1,502,127","3,835","18","AHRIMEN+PRO","Constiution"
"--","--","--","AHRIMEN+PRO","Range"
"--","--","--","AHRIMEN+PRO","Prayer"
"--","--","--","AHRIMEN+PRO","Magic"
"--","--","--","AHRIMEN+PRO","Cooking"
"--","--","--","AHRIMEN+PRO","WoodCutting"
"--","--","--","AHRIMEN+PRO","Fletching"
"--","--","--","AHRIMEN+PRO","Fishing"
"--","--","--","AHRIMEN+PRO","FireMaking"
"--","--","--","AHRIMEN+PRO","Crafting"
"--","--","--","AHRIMEN+PRO","Smithing"
"--","--","--","AHRIMEN+PRO","Mining"
"--","--","--","AHRIMEN+PRO","Herb"
"--","--","--","AHRIMEN+PRO","Agile"
"--","--","--","AHRIMEN+PRO","Theiving"
"--","--","--","AHRIMEN+PRO","Slayer"
"--","--","--","AHRIMEN+PRO","Farming"
"--","--","--","AHRIMEN+PRO","RuneCrafting"
"--","--","--","AHRIMEN+PRO","Hunting"
"--","--","--","AHRIMEN+PRO","Construction"
"--","--","--","AHRIMEN+PRO","Summoning"
"--","--","--","AHRIMEN+PRO","Dungeoneering"
"--","--","--","AHRIMEN+PRO","Div"
"--","--","--","AHRIMEN+PRO","Inven"
"--","--","--","AHRIMEN+PRO","Arc"
"1,303,243","75,567","265","Don+HollyWee","Overall"
"1,164,906","14,963","31","Don+HollyWee","Atk"
"1,253,552","6,681","23","Don+HollyWee","Def"
"--","--","--","Don+HollyWee","Str"
"1,385,926","6,684","23","Don+HollyWee","Constiution"
"--","--","--","Don+HollyWee","Range"
"1,222,887","2,484","15","Don+HollyWee","Prayer"
"--","--","--","Don+HollyWee","Magic"
"1,147,982","5,613","21","Don+HollyWee","Cooking"
"--","--","--","Don+HollyWee","WoodCutting"
"--","--","--","Don+HollyWee","Fletching"
"--","--","--","Don+HollyWee","Fishing"
"1,226,720","2,895","16","Don+HollyWee","FireMaking"
"--","--","--","Don+HollyWee","Crafting"
"1,135,667","9,206","26","Don+HollyWee","Smithing"
"1,105,255","17,846","32","Don+HollyWee","Mining"
"--","--","--","Don+HollyWee","Herb"
"--","--","--","Don+HollyWee","Agile"
"--","--","--","Don+HollyWee","Theiving"
"--","--","--","Don+HollyWee","Slayer"
"--","--","--","Don+HollyWee","Farming"
"--","--","--","Don+HollyWee","RuneCrafting"
"--","--","--","Don+HollyWee","Hunting"
"--","--","--","Don+HollyWee","Construction"
"--","--","--","Don+HollyWee","Summoning"
"--","--","--","Don+HollyWee","Dungeoneering"
"--","--","--","Don+HollyWee","Div"
"--","--","--","Don+HollyWee","Inven"
"--","--","--","Don+HollyWee","Arc"
"--","--","--","hu8y7m1bkqo","Overall"
"--","--","--","hu8y7m1bkqo","Atk"
"--","--","--","hu8y7m1bkqo","Def"
"--","--","--","hu8y7m1bkqo","Str"
"--","--","--","hu8y7m1bkqo","Constiution"
"--","--","--","hu8y7m1bkqo","Range"
"--","--","--","hu8y7m1bkqo","Prayer"
"--","--","--","hu8y7m1bkqo","Magic"
"--","--","--","hu8y7m1bkqo","Cooking"
"--","--","--","hu8y7m1bkqo","WoodCutting"
"--","--","--","hu8y7m1bkqo","Fletching"
"--","--","--","hu8y7m1bkqo","Fishing"
"--","--","--","hu8y7m1bkqo","FireMaking"
"--","--","--","hu8y7m1bkqo","Crafting"
"--","--","--","hu8y7m1bkqo","Smithing"
"--","--","--","hu8y7m1bkqo","Mining"
"--","--","--","hu8y7m1bkqo","Herb"
"--","--","--","hu8y7m1bkqo","Agile"
"--","--","--","hu8y7m1bkqo","Theiving"
"--","--","--","hu8y7m1bkqo","Slayer"
"--","--","--","hu8y7m1bkqo","Farming"
"--","--","--","hu8y7m1bkqo","RuneCrafting"
"--","--","--","hu8y7m1bkqo","Hunting"
"--","--","--","hu8y7m1bkqo","Construction"
"--","--","--","hu8y7m1bkqo","Summoning"
"--","--","--","hu8y7m1bkqo","Dungeoneering"
"--","--","--","hu8y7m1bkqo","Div"
"--","--","--","hu8y7m1bkqo","Inven"
"--","--","--","hu8y7m1bkqo","Arc"
"882,831","1,316,893","753","Itsachodetip","Overall"
"1,164,907","14,963","31","Itsachodetip","Atk"
"794,154","178,825","55","Itsachodetip","Def"
"1,136,604","16,459","32","Itsachodetip","Str"
"962,609","98,558","49","Itsachodetip","Constiution"
"619,078","359,614","62","Itsachodetip","Range"
"791,067","52,541","43","Itsachodetip","Prayer"
"--","--","--","Itsachodetip","Magic"
"--","--","--","Itsachodetip","Cooking"
"950,598","62,242","45","Itsachodetip","WoodCutting"
"--","--","--","Itsachodetip","Fletching"
"1,095,204","5,432","21","Itsachodetip","Fishing"
"1,030,164","17,323","32","Itsachodetip","FireMaking"
"569,120","343,253","62","Itsachodetip","Crafting"
"--","--","--","Itsachodetip","Smithing"
"1,010,589","37,392","40","Itsachodetip","Mining"
