"Rank","Total XP","Level","Player","Skill"
"790,449","3,956,482","924","Secularist","Overall"
"985,508","51,077","43","Secularist","Atk"
"991,890","47,039","42","Secularist","Def"
"996,749","51,720","43","Secularist","Str"
"964,184","97,518","49","Secularist","Constiution"
"747,285","109,040","50","Secularist","Range"
"800,728","51,020","43","Secularist","Prayer"
"697,937","301,100","60","Secularist","Magic"
"1,109,835","7,867","25","Secularist","Cooking"
"1,042,143","31,609","38","Secularist","WoodCutting"
"689,333","103,568","50","Secularist","Fletching"
"--","--","--","Secularist","Fishing"
"441,178","1,426,307","76","Secularist","FireMaking"
"734,349","103,172","50","Secularist","Crafting"
"762,692","110,199","50","Secularist","Smithing"
"1,125,968","15,468","31","Secularist","Mining"
"415,840","607,170","68","Secularist","Herb"
"797,263","11,826","28","Secularist","Agile"
"554,523","136,718","53","Secularist","Theiving"
"--","--","--","Secularist","Slayer"
"--","--","--","Secularist","Farming"
"829,864","8,085","25","Secularist","RuneCrafting"
"367,163","682,808","69","Secularist","Hunting"
"--","--","--","Secularist","Construction"
"--","--","--","Secularist","Summoning"
"--","--","--","Secularist","Dungeoneering"
"--","--","--","Secularist","Div"
"--","--","--","Secularist","Inven"
"--","--","--","Secularist","Arc"
"683,333","7,981,393","1,159","The+Sticker","Overall"
"642,080","740,912","70","The+Sticker","Atk"
"654,098","580,030","67","The+Sticker","Def"
"652,832","739,447","70","The+Sticker","Str"
"623,841","1,025,636","73","The+Sticker","Constiution"
"519,355","965,874","72","The+Sticker","Range"
"715,391","75,141","47","The+Sticker","Prayer"
"647,667","451,559","65","The+Sticker","Magic"
"532,675","649,913","68","The+Sticker","Cooking"
"688,493","424,382","64","The+Sticker","WoodCutting"
"891,122","4,827","20","The+Sticker","Fletching"
"557,737","490,552","65","The+Sticker","Fishing"
"665,775","275,749","60","The+Sticker","FireMaking"
"608,958","275,037","60","The+Sticker","Crafting"
"534,399","605,560","68","The+Sticker","Smithing"
"635,941","372,422","63","The+Sticker","Mining"
"713,188","8,441","25","The+Sticker","Herb"
"741,480","21,322","34","The+Sticker","Agile"
"733,383","15,106","31","The+Sticker","Theiving"
"752,609","9,861","27","The+Sticker","Slayer"
"--","--","--","The+Sticker","Farming"
"582,217","104,527","50","The+Sticker","RuneCrafting"
"--","--","--","The+Sticker","Hunting"
"--","--","--","The+Sticker","Construction"
"--","--","--","The+Sticker","Summoning"
"513,612","145,095","53","The+Sticker","Dungeoneering"
"--","--","--","The+Sticker","Div"
"--","--","--","The+Sticker","Inven"
"--","--","--","The+Sticker","Arc"
"--","--","--","[#TAXUHFH5M]","Overall"
"--","--","--","[#TAXUHFH5M]","Atk"
