"Player","Level","Xp"
"Jcw","99",200000000
"Zac","99",200000000
"Hatin","99",200000000
"Agne","99",200000000
"LBruno","99",200000000
"Jilly","99",200000000
"Cax Mape","99",200000000
"Ascending","99",200000000
"ASneakyBint","99",200000000
"Teemo 123","99",200000000
"Khinera","99",200000000
"WatsAKirfL0l","99",200000000
"Juju Potion","99",200000000
"Flammity","99",200000000
"linkinpark49","99",200000000
"Smithusama","99",200000000
"Milordo Z","99",200000000
"Geoff Gerard","99",200000000
"ne ko","99",200000000
"Discimus","99",200000000
"x_Saney","99",200000000
"Sanely","99",200000000
"Grimm Demon","99",200000000
"Pahis169","99",200000000
"Omid","99",200000000
"Cringeworth","99",200000000
"Sarawak","99",200000000
"Finally","99",200000000
"Ste Wiz","99",200000000
"Sweetish","99",200000000
"DARR3N","99",200000000
"Hadyy","99",200000000
"hardie456","99",200000000
"nishimiya","99",200000000
"Brutus","99",200000000
"Cursed Kyle","99",200000000
"Signature","99",200000000
"Dieby","99",200000000
"Renatorangel","99",200000000
"Aural","99",200000000
"Amit","99",200000000
"DonTheCamel","99",200000000
"Habjan","99",200000000
"semi quitt","99",200000000
"holy crashed","99",200000000
"The Turtwig","99",200000000
"Lost Melody","99",200000000
"R4nge3","99",200000000
"Ghiacio","99",200000000
"Aurelia","99",200000000
"nl fighter","99",200000000
"Giordi","99",200000000
"Frenk","99",200000000
"lusea","99",200000000
"Carpe Wine","99",200000000
"Matsolas","99",200000000
"Simplesparks","99",200000000
"Sonders","99",200000000
"Joren540","99",200000000
"Primal Puppy","99",200000000
"Boo man","99",200000000
"D Carnifex","99",200000000
"Meowy","99",200000000
"Je ss e","99",200000000
"4 Fingers In","99",200000000
"Benjamham","99",200000000
"Gorv3k","99",200000000
"Dan EC","99",200000000
"Jad","99",200000000
"Rs Livin","99",200000000
"Unicoco","99",200000000
"Lightkrai","99",200000000
"hidden mew","99",200000000
"lipefimose","99",200000000
"Laune Baer","99",200000000
"Winterdawn","99",200000000
"Cod","99",200000000
"Tienzo","99",200000000
"Jawi","99",200000000
"AslLayDying","99",200000000
"Midnight Rev","99",200000000
"bug WIN","99",200000000
"Danielzxc","99",200000000
"D1Master","99",200000000
"Chapaking","99",200000000
"Khonsu","99",200000000
"SoulDoubt","99",200000000
"2 damn cute","99",200000000
"Agent22","99",200000000
"VanSlaye","99",200000000
"Desired One","99",200000000
"Kustdekakies","99",200000000
"JJ09","99",200000000
"Smokescreen","99",200000000
"Segundo10","99",200000000
"Toiletmeid","99",200000000
"Z ary","99",200000000
"Heavens Soul","99",200000000
"rune no capa","99",200000000
"Megastr33","99",200000000
"Jasmine x","99",164799264
"Death Pixel","99",164790357
"Khashayar","99",164786860
"Adalon","99",164767497
"Zi Wong","99",164760040
"swar","99",164755558
"BakedChknPlz","99",164741379
"Jdap","99",164729407
"Belzon","99",164722137
"Ed Newgate","99",164721696
"glamours","99",164708459
"Yttiw","99",164692324
"Lazir","99",164692196
"MySplitSoul","99",164681678
"piet piraaat","99",164681496
"Jeremy N","99",164673335
"Nexorcist x","99",164652953
"Gibbonster","99",164633058
"MassWang","99",164631595
"GrincosLocos","99",164609646
"Iguanadon55","99",164608110
"Evilryan5","99",164588116
"OdinHerb","99",164575290
"Zilviux4","99",164563712
"godga9","99",164545882
"Lan Kei","99",161469035
"Clickbyclick","99",161448450
"Mike Carmine","99",161437081
"Tanjeet","99",161402105
"Bliksemvis","99",161393003
"E ck","99",161384591
"Lazy Fairy","99",161339756
"PP VanDough","99",161333470
"FindNoEnemy","99",161328480
"Homerlein1","99",161325928
"Immense Ren","99",161301195
"Benex25","99",161292291
"Russher","99",161273310
"okho","99",161267473
"JayrodHD","99",161251259
"Demoniaco444","99",161247426
"Taco Raccoon","99",161243226
"Ruzzy","99",161236553
"Titoet","99",161234569
"Valrmorgulis","99",161208258
"Ghostsss","99",161169197
"Hokestra","99",161162762
"Glubschbu","99",161135968
"Olav Holland","99",161130567
"J wan","99",161115388
"Kah","99",138353494
"Mr Jack Jack","99",138320028
"Griffs","99",138312083
"Amazes","99",138308609
"Syndical","99",138295253
"D0NALD GRUMP","99",138292519
"Its Smidge","99",138291080
"Killa Elite","99",138287323
"Ilosttrust","99",138265315
"Tykki132","99",138262684
"Zumbaka","99",138235411
"Selling","99",138197475
"iSobanek","99",138195731
"Resher","99",138184027
"Dwishy Dwish","99",138181390
"Swin Jr","99",138171038
"Or Die Tryin","99",138170313
"Boasie","99",138166380
"The Ham Guy","99",138161804
"Ice Luck","99",138160588
