"Player","Level","Xp"
"ItzPatches","99",200000000
"Dark   X","99",200000000
"Falcone","99",200000000
"Water","99",200000000
"Eddy Blanket","99",200000000
"Apor","99",200000000
"Kunaga Mai","99",200000000
"Mirri","99",200000000
"113 Ranger99","99",200000000
"Raway","99",200000000
"Tejax","99",200000000
"Max Zuba","99",200000000
"Behemoths","99",200000000
"Dragonkin892","99",200000000
"rh","99",200000000
"PapaZero","99",200000000
"inferior","99",200000000
"Real Kana","99",200000000
"Roco","99",200000000
"Edisonsim1","99",200000000
"Cherrypie","99",200000000
"fetal crest","99",200000000
"propane dane","99",200000000
"Destroy","99",200000000
"McCaine","99",200000000
"Smilesshadow","99",200000000
"Madesis","99",200000000
"Sonicx_15","99",200000000
"Goku242","99",200000000
"korengan2","99",200000000
"UK Mojo","99",200000000
"Caution","99",200000000
"Coil Claw","99",200000000
"just walnut","99",200000000
"Laura mohr","99",200000000
"Alegsi","99",200000000
"African Herb","99",200000000
"Its Venny","99",200000000
"Federation","99",200000000
"MGoBlueM","99",200000000
"RuinScape","99",200000000
"KazterAgain","99",200000000
"Metroids","99",200000000
"Lokkestiiz","99",200000000
"scorpion rei","99",200000000
"Oh Its Dylan","99",200000000
"Ellhound","99",200000000
"Wuffuh","99",200000000
"BlazingFord","99",200000000
"notsniW","99",200000000
"the mighty R","99",152268827
"hideyosi","99",152240892
"Tim J","99",152235173
"Silypse","99",152217099
"MysterySc","99",152205313
"Sample","99",152194803
"Lemon Man","99",152144727
"Tempest Six","99",152144222
"Gentlemen","99",152127218
"Sally Face","99",152120259
"Yerf Yuudai","99",152110926
"King Jake 94","99",152077849
"P K Lobs91","99",152056006
"Myths Legend","99",152045180
"miguel2032","99",152037125
"SlayerMaster","99",152024191
"Mystik Magik","99",151973177
"Rav","99",151960805
"Ceroht","99",151948800
"oj king","99",151937595
"Coffei","99",151922255
"Neevo","99",151897927
"Qualia","99",151893978
"Pavos","99",151889788
"RainSmoge","99",151886152
"Paiin","99",104641235
"Chocula","99",104641046
"QueenOfCluez","99",104640609
"IMav B IMan7","99",104640318
"ZE do ReCiFe","99",104639737
"Brumo","99",104639481
"Tilnya","99",104639062
"Cutiepie2046","99",104639019
"EmotePl0x","99",104638773
"F eel","99",104638767
"DiscoDan","99",104638732
"Brocode","99",104638707
"Jam Pancakes","99",104638358
"A p pi e","99",104638226
"DhaMaTa","99",104638078
"oKubes","99",104637817
"P EA C H I","99",104637757
"Im Peaking","99",104637545
"Canalha","99",104637284
"Google it","99",104637155
"Groovecrw","99",104636944
"Eren Yeageer","99",104636909
"AngryAraxxor","99",104636794
"Soulcial","99",104636707
"Velloe","99",104636124
"Wombo","99",104509817
"coyote xc","99",104509781
"Bucka","99",104509665
"Sebast1an","99",104509633
"Kimmi","99",104509562
"Mugmountain","99",104509473
"Sou o XRA","99",104509397
"T O R E T O","99",104509257
"Zebrapoo","99",104509068
"missingKorea","99",104508978
"Risikela","99",104508939
"Corvettex","99",104508912
"Nooblits","99",104508711
"kakashi80","99",104508233
"Lensai","99",104507943
"Eager","99",104507704
"Majter","99",104507334
"Nektros","99",104507316
"Zinfay","99",104507296
"MerchBillion","99",104507143
"El Zorro","99",104507110
"Uzu 123","99",104506694
"Kres Bot","99",104506667
"Darth Star","99",104506641
"OZAWA","99",104506584
"FR2019","99",76434285
"Zilz","99",76433246
"Big-Psycho","99",76430229
"newbieI25","99",76427949
"Risk it","99",76426691
"Kyle235","99",76421654
"CWizzle","99",76420493
"S0nuchi","99",76419105
"A Hopkins","99",76416958
"PvM Gluttony","99",76415689
"Moonga","99",76412560
"OP Vengeance","99",76410282
"VaniiJ","99",76408221
"House Key","99",76403101
"Kassaneiti","99",76402330
"Markus L","99",76401417
"Sybawave","99",76399349
"MC Enzyme","99",76399164
"Duke Ryan","99",76393030
"Trenties","99",76392072
"Divino","99",76388817
"T-Hawk","99",76387391
"choosen66","99",76386272
"Stamford","99",76384403
"Doom Lynx1","99",76381162
"light xp","99",54356534
"DJV","99",54355651
"SKYN D","99",54354707
"JackPaiols","99",54354604
"2hl","99",54354263
"Jrdmtt5","99",54350924
"Dorx","99",54350460
"FleXxy","99",54349810
"Believeland","99",54349568
"K l R l T O","99",54347524
"SIRR VONN","99",54345255
"Alexander","99",54344613
"Theocolese","99",54344453
"Ispri","99",54343759
"Kota Bearz","99",54343082
"Da Poolboy","99",54342525
"Proximus","99",54342262
"GAUTHI3R","99",54341510
"Homilsa","99",54340552
"Herbologia","99",54340139
"Geovm","99",54340085
"HMS A","99",54339270
"WhyBeSoToxic","99",54337976
"lucarioEX","99",54335041
"Cryingsadman","99",54332406
"Vatard","99",51218371
"Poison worm","99",51216108
"iPsychopath","99",51214887
"BR0U","99",51214701
"Utilise","99",51214531
"T0uchMe","99",51214104
"Arjalaine","99",51213984
"Sapphic Rose","99",51213209
"Bazz45","99",51212073
"TantoFazSe","99",51210158
"Pacific Godz","99",51209286
"Kethsian","99",51206478
"Spritzo","99",51205373
"Ken2ie","99",51205067
"Harald","99",51203763
"warg fenrir","99",51203468
"Tweelmeister","99",51201780
"Polo R L","99",51201543
"Ruby Spirit","99",51200886
"Jiko","99",51200604
"Wghosti","99",51200139
"Mr Harry","99",51200014
"Maple Bow","99",51199278
"Kokiri Sword","99",51198232
"RYAN zz","99",51197119
"Kariane","99",47416041
"SAINTxBLOOD","99",47415893
"TheDicer","99",47415374
"n0br41n","99",47414982
"Alvaro Arg","99",47414637
"Chakki","99",47414566
"Dontulikeme","99",47414140
"Vin362","99",47413774
"Vertikos","99",47413654
"Lucker Daddy","99",47412162
"Pajen","99",47411808
"Bodraw","99",47411652
"steveWRLD999","99",47411236
"Chickenpock8","99",47408153
"Dem Etrious","99",47407311
"Onehotmama3","99",47406962
"Trevls","99",47406918
"EngelNacht","99",47406069
"IM Trashh","99",47405135
"beefylogs","99",47405103
"Anti Ranx","99",47402633
"Style PvMs","99",47402471
"Mystrissss","99",47402065
"Discreetly","99",47401057
"Elemint2","99",47400505
"Sentora","99",47242762
"Daemoniium","99",47242140
"Rush Dar","99",47241499
"Acdc2110","99",47239245
"T or a","99",47235827
"Scorps Slave","99",47234761
"Grav","99",47234425
"Ryannnnn","99",47234218
"xNinjaSkill","99",47232740
"Slimjimbo69","99",47232427
"Fruiticidal","99",47232248
"NitricOxide2","99",47231712
"steak party","99",47230601
"Primal Elder","99",47229415
"Ultra Ball","99",47229149
"TheExMiner","99",47228677
"Nexseef","99",47228230
"007agentsson","99",47227879
"Akisame X","99",47225869
"Drumstel","99",47225787
"Magic Island","99",47225766
"old-tonny","99",47224713
"Santa H4t","99",47224341
"DemonHorse","99",47224034
"Paul McBeth","99",47223216
"capex mortum","99",46052154
"Drayco","99",46048507
"goth pet","99",46047214
"cumWWWWWWWWW","99",46047116
"FadingShape","99",46046039
"I M Lupo","99",46042598
"KnifeKittyy","99",46042284
"Sum Yung Gy","99",46041898
"mysz","99",46041817
"Raa","99",46040792
"Lnnrt2","99",46040093
"General Xi","99",46039821
"Flossie x","99",46039083
"Blackfyre","99",46038922
"SerKillALot","99",46038750
"Corrupter","99",46037551
"nostawuk","99",46037190
"Haydn btw","99",46035589
"Nothing2die4","99",46035416
"Max Maxly","99",46032139
"Mayuuuuu","99",46031036
"bobbyjackle1","99",46030657
"Cuddle Babe","99",46028751
"Dimitrix","99",46028167
"Kogoro Mori","99",46027180
"Ethereu m","99",41345345
"Kale Harie","99",41344781
"lPurpelUrkel","99",41344594
"Artiquanaa","99",41344494
"Punkinfbird","99",41343030
"Katt Steel","99",41340960
"jefm","99",41340814
"Sus u glavo","99",41340668
"Rogue Willow","99",41340109
"Omniportance","99",41339810
"Wumpy","99",41339069
"Kiritsugu","99",41338900
"Cowwyy","99",41338668
"LoS Goony","99",41338652
"Starwoof","99",41337131
"Eovacius","99",41336357
"Big D Doggg","99",41331136
"I Dale I","99",41328618
"IeatKhajiits","99",41328184
"Vesnet","99",41327651
"Trank","99",41327183
"Kadsworth","99",41326531
"flopmandoo","99",41324891
"Bibzuda7","99",41324876
"Nepomuk","99",41324579
"Bingan3","99",39766958
"0ldhim","99",39766365
"iTzDisturbed","99",39766200
"Sir Paltaman","99",39765313
"Lord Rumba","99",39764508
"kaval","99",39764354
"Gmble","99",39762841
"PenguinoL0co","99",39762785
"Procon77","99",39762468
"IGGIE 2013","99",39760364
"rdd","99",39759700
"Kaiwu uwu","99",39758762
"Queen Jurae","99",39758694
"Derrchua","99",39758631
"08Demon","99",39757705
"Psychopation","99",39757194
"Spin3001","99",39756385
"Attitulo","99",39756342
"EngVbad","99",39754156
"Vrauk","99",39753396
"Catshew II","99",39752054
"iNaiked","99",39752037
"Mauu","99",39751678
"Moxxi","99",39751441
