"Rank","Total XP","Level","Player","Skill"
"344,450","52,433,054","2,087","deyusvult","Overall"
"433,182","2,507,101","82","deyusvult","Atk"
"435,317","2,510,116","82","deyusvult","Def"
"464,709","2,504,576","82","deyusvult","Str"
"456,477","3,621,881","86","deyusvult","Constiution"
"367,286","3,778,095","86","deyusvult","Range"
"480,779","553,420","67","deyusvult","Prayer"
"503,789","1,600,475","77","deyusvult","Magic"
"550,174","559,727","67","deyusvult","Cooking"
"516,243","1,359,642","76","deyusvult","WoodCutting"
"484,265","899,486","72","deyusvult","Fletching"
"509,698","693,007","69","deyusvult","Fishing"
"422,931","1,680,359","78","deyusvult","FireMaking"
"297,901","3,291,113","85","deyusvult","Crafting"
"321,174","3,153,254","84","deyusvult","Smithing"
"362,182","2,135,566","80","deyusvult","Mining"
"524,230","114,124","51","deyusvult","Herb"
"253,766","3,638,153","86","deyusvult","Agile"
"291,133","1,300,796","75","deyusvult","Theiving"
"349,133","2,200,538","81","deyusvult","Slayer"
"450,343","126,501","52","deyusvult","Farming"
"437,211","284,900","60","deyusvult","RuneCrafting"
"336,825","936,711","72","deyusvult","Hunting"
"257,076","2,619,145","82","deyusvult","Construction"
"416,967","475,361","65","deyusvult","Summoning"
"398,546","896,288","71","deyusvult","Dungeoneering"
"221,926","4,265,876","87","deyusvult","Div"
"271,449","2,125,278","50","deyusvult","Inven"
"169,198","2,601,565","82","deyusvult","Arc"
"406,615","78,988,201","1,899","zironami","Overall"
"212,457","13,586,902","99","zironami","Atk"
"217,729","14,174,885","99","zironami","Def"
"253,529","13,234,021","99","zironami","Str"
"286,769","14,379,997","99","zironami","Constiution"
"417,324","2,317,548","81","zironami","Range"
"431,707","888,779","71","zironami","Prayer"
"442,643","2,788,668","83","zironami","Magic"
"822,113","92,772","49","zironami","Cooking"
"795,663","198,827","56","zironami","WoodCutting"
"591,565","304,107","61","zironami","Fletching"
"811,620","103,110","50","zironami","Fishing"
"616,794","360,505","62","zironami","FireMaking"
"347,722","2,265,713","81","zironami","Crafting"
"287,912","5,031,146","89","zironami","Smithing"
"558,204","562,333","67","zironami","Mining"
"436,715","414,645","64","zironami","Herb"
"464,250","372,776","63","zironami","Agile"
"372,222","578,051","67","zironami","Theiving"
"481,654","399,472","63","zironami","Slayer"
"513,827","48,253","42","zironami","Farming"
"600,036","91,881","49","zironami","RuneCrafting"
"493,285","158,086","54","zironami","Hunting"
"430,361","443,867","64","zironami","Construction"
"328,639","1,555,138","77","zironami","Summoning"
"299,396","2,605,273","82","zironami","Dungeoneering"
"355,922","1,987,698","80","zironami","Div"
"--","--","--","zironami","Inven"
"327,089","28,942","37","zironami","Arc"
"474,769","34,850,796","1,701","AverageFrost","Overall"
"433,183","2,507,099","82","AverageFrost","Atk"
"467,529","2,041,473","80","AverageFrost","Def"
"399,942","4,243,168","87","AverageFrost","Str"
"456,879","3,610,734","86","AverageFrost","Constiution"
"474,717","1,416,276","76","AverageFrost","Range"
"502,298","408,841","64","AverageFrost","Prayer"
"381,441","5,346,338","90","AverageFrost","Magic"
"421,986","1,401,701","76","AverageFrost","Cooking"
"523,062","1,319,956","75","AverageFrost","WoodCutting"
"545,996","511,296","66","AverageFrost","Fletching"
"269,233","4,966,047","89","AverageFrost","Fishing"
"573,991","493,490","65","AverageFrost","FireMaking"
"580,380","322,108","61","AverageFrost","Crafting"
"607,440","313,297","61","AverageFrost","Smithing"
"311,311","3,281,630","85","AverageFrost","Mining"
"568,533","65,824","45","AverageFrost","Herb"
"376,711","1,029,003","73","AverageFrost","Agile"
"506,469","163,510","54","AverageFrost","Theiving"
"467,894","476,211","65","AverageFrost","Slayer"
"519,191","44,980","41","AverageFrost","Farming"
"381,436","472,601","65","AverageFrost","RuneCrafting"
"572,713","46,039","42","AverageFrost","Hunting"
"510,710","128,562","52","AverageFrost","Construction"
"462,098","203,521","57","AverageFrost","Summoning"
"638,521","32,233","38","AverageFrost","Dungeoneering"
"--","--","--","AverageFrost","Div"
"--","--","--","AverageFrost","Inven"
"424,948","4,470","20","AverageFrost","Arc"
"435,331","96,986,334","1,813","Trailmix87","Overall"
"212,458","13,586,875","99","Trailmix87","Atk"
"237,604","13,564,129","99","Trailmix87","Def"
"137,593","18,120,007","99","Trailmix87","Str"
"231,676","19,687,415","99","Trailmix87","Constiution"
"290,454","9,225,685","95","Trailmix87","Range"
"498,215","431,668","64","Trailmix87","Prayer"
"354,817","6,871,147","92","Trailmix87","Magic"
"322,034","3,394,194","85","Trailmix87","Cooking"
"595,744","815,624","71","Trailmix87","WoodCutting"
"620,478","218,089","57","Trailmix87","Fletching"
"546,773","528,295","66","Trailmix87","Fishing"
"636,197","318,678","61","Trailmix87","FireMaking"
"411,365","1,774,540","78","Trailmix87","Crafting"
"433,638","1,562,160","77","Trailmix87","Smithing"
"781,397","160,107","54","Trailmix87","Mining"
"417,553","583,505","67","Trailmix87","Herb"
"566,326","127,578","52","Trailmix87","Agile"
"691,790","24,001","35","Trailmix87","Theiving"
"385,000","1,370,835","76","Trailmix87","Slayer"
"--","--","--","Trailmix87","Farming"
"321,200","861,966","71","Trailmix87","RuneCrafting"
"457,069","253,103","59","Trailmix87","Hunting"
"426,312","474,585","65","Trailmix87","Construction"
"381,078","804,488","70","Trailmix87","Summoning"
"317,140","2,216,023","81","Trailmix87","Dungeoneering"
"558,829","9,953","27","Trailmix87","Div"
"--","--","--","Trailmix87","Inven"
"--","--","--","Trailmix87","Arc"
"373,840","39,074,628","1,999","KlameOskand","Overall"
"432,887","2,512,446","82","KlameOskand","Atk"
